,issurf,NC,NEO,NPO,HG_SO4,HG_COO,HG_ABS,HG_IOS,HG_Nonionic,cnt,label
Cosolv_25,0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,88
Cosolv_26,0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,86
Cosolv_27,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,86
Cosolv_28,0,4.0,2.2,0.0,0.0,0.0,0.0,0.0,1.0,7.0,90
Cosolv_29,0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,89
Cosolv_30,0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,90
Cosolv_31,0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,82
Cosolv_32,0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,82
Cosolv_33,0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,91
Cosolv_34,0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,86
Cosolv_35,0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,89
Cosolv_36,0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,81
Cosolv_37,0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,80
Cosolv_38,0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,88
Cosolv_39,0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,89
Cosolv_40,0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,89
Cosolv_41,0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,90
Cosolv_42,0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,90
Cosolv_43,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.0,86
Cosolv_44,0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,88.0,82
Cosolv_45,0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,124.0,89
Cosolv_46,0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,80
Cosolv_47,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,182.0,86
Cosolv_48,0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,560.0,90
Cosolv_49,0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,80
