,Cat,Formulation,Oil
614,1,0.5%#Surf_54#0.25%#Surf_67#0.25%#Surf_70#0.5%#Cosolv_37#,Oil_15 + 12% Oil_L
615,1,0.5%#Surf_64#0.3%#Surf_17#0.2%#Surf_16#,Oil_15 + 12% Oil_L
616,1,0.5%#Surf_65#0.3%#Surf_17#0.2%#Surf_16#,Oil_15 + 12% Oil_L
617,1,0.5%#Surf_58#0.3%#Surf_17#0.2%#Surf_16#,Oil_15 + 12% Oil_L
618,0,0.5%#Surf_54#0.25%#Surf_17#0.25%#Surf_16#,Oil_15 + 12% Oil_L
619,0,0.5%#Surf_212#0.25%#Surf_70#0.25%#Surf_67#,Oil_15 + 22.7% Oil_L
620,0,0.5%#Surf_212#0.35%#Surf_70#0.15%#Surf_67#,Oil_15
621,0,0.25%#Surf_212#0.25%#Surf_208#0.25%#Surf_70#0.25%#Surf_67#,Oil_15
622,1,0.25%#Surf_208#0.25%#Surf_212#0.25%#Surf_70#0.25%#Surf_67#0.5%#Cosolv_48#,Oil_15 + 22.7% Oil_L
623,1,0.5%#Surf_212#0.35%#Surf_70#0.15%#Surf_67#0.5%#Cosolv_48#,Oil_15 + 22.7% Oil_L
624,1,0.5%#Surf_212#0.35%#Surf_70#0.15%#Surf_67#0.5%#Cosolv_48#,Oil_15 + 10% Oil_L
625,1,0.5%#Surf_212#0.35%#Surf_70#0.15%#Surf_67#0.5%#Cosolv_48#,Oil_15 + 22% Oil_L
626,1,0.5%#Surf_212#0.35%#Surf_70#0.15%#Surf_67#0.5%#Cosolv_48#,Oil_15 + 10% Oil_J
627,1,0.5%#Surf_212#0.35%#Surf_70#0.15%#Surf_67#0.5%#Cosolv_48#,Oil_15
628,0,0.5%#Surf_214#0.35%#Surf_70#0.15%#Surf_67#0.5%#Cosolv_42#,Oil_15 + 22.7% Oil_L
629,0,0.25%#Surf_212#0.175%#Surf_70#0.075%#Surf_67#0.25%#Cosolv_42#,Oil_15 + 22.7% Oil_L
630,0,0.5%#Surf_211#0.15%#Surf_70#0.35%#Surf_67#0.5%#Cosolv_42#,Oil_15 + 22.7% Oil_L
631,1,0.5%#Surf_214#0.35%#Surf_70#0.15%#Surf_67#0.5%#Cosolv_44#,Oil_15 + 22.7% Oil_L
632,1,0.5%#Surf_214#0.35%#Surf_70#0.15%#Surf_67#0.5%#Cosolv_42#,Oil_15 + 22.7% Oil_L
633,1,0.5%#Surf_212#0.35%#Surf_70#0.15%#Surf_67#0.25%#Cosolv_42#,Oil_15 + 22.7% Oil_L
634,1,0.5%#Surf_214#0.35%#Surf_70#0.15%#Surf_67#0.25%#Cosolv_42#,Oil_15 + 22.7% Oil_L
635,1,0.5%#Surf_214#0.5%#Surf_16#0.5%#Cosolv_44#,Oil_15 + 22.7% Oil_L
636,0,0.25%#Surf_212#0.25%#Surf_208#0.15%#Surf_70#0.35%#Surf_67#0.5%#Cosolv_44#,Oil_15 + 22.7% Oil_L
637,0,0.35%#Surf_212#0.15%#Surf_208#0.25%#Surf_70#0.25%#Surf_67#0.5%#Cosolv_48#,Oil_15 + 22.7% Oil_L
638,1,0.5%#Surf_212#0.35%#Surf_70#0.15%#Surf_67#0.5%#Cosolv_45#,Oil_15 + 22.7% Oil_L
639,0,0.5%#Surf_214#0.35%#Surf_70#0.15%#Surf_67#0.5%#Cosolv_45#,Oil_15 + 22.7% Oil_L
640,0,0.5%#Surf_214#0.35%#Surf_70#0.15%#Surf_67#0.5%#Cosolv_42#,Oil_15 + 22.7% Oil_L
641,0,0.5%#Surf_211#0.15%#Surf_70#0.35%#Surf_67#0.5%#Cosolv_44#,Oil_15 + 22.7% Oil_L
642,0,0.5%#Surf_211#0.15%#Surf_70#0.35%#Surf_67#0.5%#Cosolv_45#,Oil_15 + 22.7% Oil_L
643,0,0.5%#Surf_211#0.15%#Surf_70#0.35%#Surf_67#0.5%#Cosolv_45#,Oil_15 + 22.7% Oil_L
644,0,0.25%#Surf_214#0.175%#Surf_70#0.075%#Surf_67#0.25%#Cosolv_45#,Oil_15 + 22.7% Oil_L
645,0,0.5%#Surf_214#0.35%#Surf_70#0.15%#Surf_67#0.5%#Cosolv_7#,Oil_15 + 22.7% Oil_L
646,1,0.45%#Surf_214#0.4%#Surf_70#0.15%#Surf_67#0.5%#Cosolv_45#,Oil_15 + 22.7% Oil_L
647,0,0.25%#Surf_214#0.25%#Surf_208#0.35%#Surf_70#0.15%#Surf_67#0.5%#Cosolv_45#,Oil_15 + 22.7% Oil_L
648,1,0.5%#Surf_212#0.35%#Surf_70#0.15%#Surf_67#0.5%#Cosolv_45#,Oil_15 + 22.7% Oil_L
649,0,0.5%#Surf_212#0.35%#Surf_70#0.15%#Surf_67#0.5%#Cosolv_45#,Oil_15 + 22.7% Oil_L
650,0,0.45%#Surf_214#0.4%#Surf_70#0.15%#Surf_67#,Oil_15 + 22.7% Oil_L
651,0,0.225%#Surf_214#0.2%#Surf_70#0.075%#Surf_67#0.25%#Cosolv_45#,Oil_15 + 22.7% Oil_L
652,0,0.45%#Surf_214#0.4%#Surf_70#0.15%#Surf_67#0.25%#Cosolv_45#,Oil_15 + 22.7% Oil_L
653,1,0.45%#Surf_214#0.4%#Surf_70#0.15%#Surf_67#0.5%#Cosolv_45#,Oil_15 + 22.7% Oil_L
654,1,0.5%#Surf_208#0.15%#Surf_67#0.35%#Surf_70#0.5%#Cosolv_45#,Oil_15
655,1,0.4%#Surf_64#0.2%#Surf_67#0.2%#Surf_70#0.2%#Surf_68#0.5%#Cosolv_37#,Oil_15 + 12% Oil_L
656,0,0.4%#Surf_64#0.2%#Surf_70#0.2%#Surf_67#0.2%#Surf_68#1%#Cosolv_37#,Oil_15 + 12% Oil_L
657,0,0.4%#Surf_64#0.2%#Surf_70#0.2%#Surf_67#0.2%#Surf_68#0.25%#Cosolv_46#,Oil_15 + 12% Oil_L
658,1,0.4%#Surf_64#0.2%#Surf_67#0.2%#Surf_70#0.2%#Surf_68#0.25%#Cosolv_40#,Oil_15 + 12% Oil_L
659,1,0.4%#Surf_64#0.2%#Surf_67#0.2%#Surf_70#0.2%#Surf_68#0.25%#Cosolv_30#,Oil_15 + 12% Oil_L
660,0,0.4%#Surf_64#0.2%#Surf_67#0.2%#Surf_70#0.2%#Surf_68#0.5%#Cosolv_30#,Oil_15 + 12% Oil_L
661,0,0.4%#Surf_64#0.2%#Surf_70#0.2%#Surf_67#0.2%#Surf_68#0.5%#Cosolv_37#,Oil_15 + 12% Oil_L
662,0,0.4%#Surf_64#0.2%#Surf_70#0.2%#Surf_67#0.2%#Surf_68#0.25%#Cosolv_30#,Oil_15 + 12% Oil_L
663,0,0.4%#Surf_64#0.2%#Surf_67#0.2%#Surf_70#0.2%#Surf_68#0.5%#Cosolv_37#,Oil_15 + 12% Oil_L
664,1,0.4%#Surf_64#0.2%#Surf_67#0.2%#Surf_70#0.2%#Surf_68#0.25%#Cosolv_30#,Oil_15 + 12% Oil_L
665,1,0.2%#Surf_64#0.1%#Surf_70#0.1%#Surf_67#0.1%#Surf_68#0.25%#Cosolv_30#,Oil_15 + 12% Oil_L
666,0,0.4%#Surf_64#0.2%#Surf_70#0.2%#Surf_67#0.2%#Surf_68#0.25%#Cosolv_37#,Oil_15 + 12% Oil_L
667,1,0.4%#Surf_64#0.2%#Surf_67#0.2%#Surf_70#0.2%#Surf_68#0.25%#Cosolv_30#,Oil_15 + 12% Oil_L
668,1,0.25%#Surf_44#0.25%#Surf_16#0.25%#Cosolv_48#0.25%#Surf_214#,Oil_14
669,1,0.25%#Surf_63#0.25%#Surf_16#0.25%#Cosolv_48#0.25%#Surf_214#,Oil_14
670,1,1%#Surf_193#2%#Cosolv_47#,Oil_14
671,1,1%#Surf_70#1%#Cosolv_47#,Oil_14
672,1,1%#Surf_131#2%#Cosolv_47#,Oil_14
673,0,0.5%#Surf_69#0.5%#Surf_193#2%#Cosolv_47#,Oil_14
674,1,0.5%#Surf_131#0.5%#Surf_193#2%#Cosolv_47#,Oil_14
675,1,0.5%#Surf_69#0.5%#Surf_193#0.5%#Cosolv_47#,Oil_14
676,1,0.5%#Surf_69#0.5%#Surf_193#0.5%#Cosolv_48#,Oil_14
677,1,0.5%#Surf_69#0.5%#Surf_193#0.5%#Cosolv_48#,Oil_14
678,1,0.5%#Surf_69#0.5%#Surf_133#0.5%#Cosolv_48#,Oil_14
679,1,0.5%#Surf_69#0.5%#Surf_133#1%#Cosolv_48#,Oil_14
680,0,0.7%#Surf_65#0.3%#Surf_5#,Oil_32 + 22.9% Oil_B
681,0,0.7%#Surf_26#0.3%#Surf_5#,Oil_32 + 22.9% Oil_B
682,0,0.5%#Surf_60#0.25%#Surf_70#0.25%#Surf_69#,Oil_32 + 22.9% Oil_B
683,0,0.5%#Surf_60#0.33%#Surf_70#0.17%#Surf_69#,Oil_32 + 22.9% Oil_B
684,0,0.66%#Surf_65#0.4%#Surf_70#0.3%#Surf_68#1%#Cosolv_48#,Oil_32 + 35.6% Oil_A
685,0,0.66%#Surf_65#0.4%#Surf_70#0.3%#Surf_68#1%#Cosolv_48#,Oil_32 + 35.6% Oil_A
686,0,0.66%#Surf_65#0.4%#Surf_70#0.3%#Surf_68#1%#Cosolv_48#,Oil_32 + 35.6% Oil_A
687,1,0.495%#Surf_65#0.3%#Surf_70#0.25%#Surf_68#0.34%#Cosolv_38#1%#Cosolv_48#,Oil_32 + 35.6% Oil_A
688,1,0.495%#Surf_65#0.3%#Surf_70#0.25%#Surf_68#0.34%#Cosolv_38#0.5%#Cosolv_48#,Oil_32 + 35.6% Oil_A
689,1,0.495%#Surf_65#0.3%#Surf_70#0.25%#Surf_68#0.34%#Cosolv_38#1%#Cosolv_42#,Oil_32 + 35.6% Oil_A
690,1,0.495%#Surf_65#0.26%#Surf_70#0.25%#Surf_68#0.3%#Cosolv_38#1%#Cosolv_42#,Oil_32 + 35.6% Oil_A
691,1,0.495%#Surf_65#0.2%#Surf_70#0.25%#Surf_68#0.3%#Cosolv_38#1%#Cosolv_42#,Oil_32 + 35.6% Oil_A
692,1,0.495%#Surf_65#0.15%#Surf_70#0.25%#Surf_68#0.3%#Cosolv_38#1%#Cosolv_42#,Oil_32 + 35.6% Oil_A
693,0,0.5%#Surf_60#0.5%#Surf_16#,Oil_32 + 22.9% Oil_B
694,0,0.66%#Surf_65#0.4%#Surf_70#0.3%#Surf_68#1%#Cosolv_48#,Oil_32 + 35.6% Oil_A
695,1,0.495%#Surf_65#0.15%#Surf_70#0.25%#Surf_68#0.3%#Cosolv_38#1%#Cosolv_24#,Oil_32 + 35.6% Oil_A
696,0,0.5%#Surf_60#0.33%#Surf_70#0.17%#Surf_69#1%#Cosolv_48#,Oil_32 + 22.9% Oil_B
697,1,0.495%#Surf_65#0.15%#Surf_70#0.25%#Surf_68#0.3%#Cosolv_38#1.5%#Cosolv_24#,Oil_32 + 35.6% Oil_A
698,1,0.495%#Surf_65#0.15%#Surf_70#0.25%#Surf_68#0.3%#Cosolv_38#0.5%#Cosolv_45#,Oil_32 + 35.6% Oil_A
699,1,0.495%#Surf_65#0.15%#Surf_70#0.25%#Surf_68#0.3%#Cosolv_38#1.25%#Cosolv_24#,Oil_32 + 35.6% Oil_A
700,0,0.66%#Surf_65#0.4%#Surf_70#0.3%#Surf_68#1%#Cosolv_48#,Oil_32 + 23.2% Oil_L
701,0,0.66%#Surf_65#0.4%#Surf_70#0.3%#Surf_68#1%#Cosolv_48#,Oil_32 + 23.2% Oil_L
702,1,0.495%#Surf_65#0.15%#Surf_70#0.25%#Surf_68#0.3%#Cosolv_38#0.5%#Cosolv_24#,Oil_32 + 23.2% Oil_L
703,1,0.495%#Surf_65#0.15%#Surf_70#0.25%#Surf_68#0.3%#Cosolv_38#0.25%#Cosolv_24#,Oil_32 + 23.2% Oil_L
704,0,0.495%#Surf_65#0.15%#Surf_70#0.25%#Surf_68#0.3%#Cosolv_38#0.5%#Cosolv_45#,Oil_32 + 23.2% Oil_L
705,0,0.5%#Surf_60#0.25%#Surf_16#0.25%#Surf_1#,Oil_32 + 22.9% Oil_B
706,1,0.495%#Surf_65#0.15%#Surf_70#0.25%#Surf_68#0.3%#Cosolv_38#0.25%#Cosolv_45#,Oil_32 + 23.2% Oil_L
707,0,0.66%#Surf_65#0.4%#Surf_70#0.3%#Surf_68#1%#Cosolv_35#,Oil_32 + 23.2% Oil_L
708,0,0.495%#Surf_65#0.15%#Surf_70#0.25%#Surf_68#0.3%#Cosolv_38#0.5%#Cosolv_35#,Oil_32 + 23.2% Oil_L
709,0,0.495%#Surf_65#0.15%#Surf_70#0.25%#Surf_68#0.3%#Cosolv_38#0.25%#Cosolv_35#,Oil_32 + 23.2% Oil_L
710,0,0.495%#Surf_65#0.15%#Surf_70#0.25%#Surf_68#0.3%#Cosolv_38#,Oil_32 + 23.2% Oil_L
711,0,0.388%#Surf_65#0.235%#Surf_70#0.176%#Surf_68#0.2%#Cosolv_38#1%#Cosolv_48#,Oil_32 + 23.2% Oil_L
712,0,0.5%#Surf_60#0.33%#Surf_70#0.17%#Surf_69#1%#Cosolv_42#,Oil_32 + 22.9% Oil_B
713,1,0.388%#Surf_65#0.235%#Surf_70#0.176%#Surf_68#0.2%#Cosolv_38#0.5%#Cosolv_48#,Oil_32 + 23.2% Oil_L
714,1,0.66%#Surf_65#0.2%#Surf_70#0.5%#Surf_68#1%#Cosolv_48#,Oil_32 + 23.2% Oil_L
715,0,0.66%#Surf_65#0.4%#Surf_70#0.3%#Surf_68#1%#Cosolv_48#,Oil_32 + 23.2% Oil_L
716,0,0.66%#Surf_65#0.6%#Surf_68#0.1%#Surf_70#1%#Cosolv_48#,Oil_32 + 23.2% Oil_L
717,0,0.388%#Surf_65#0.235%#Surf_70#0.2%#Cosolv_38#0.176%#Surf_68#0.5%#Cosolv_48#,Oil_32 + 23.2% Oil_L
718,1,0.66%#Surf_65#0.2%#Surf_70#0.5%#Surf_68#1%#Cosolv_48#,Oil_32 + 23.2% Oil_L
719,0,0.66%#Surf_65#0.2%#Surf_70#0.5%#Surf_68#1%#Cosolv_48#,Oil_32 + 23.2% Oil_L
720,0,0.66%#Surf_65#0.4%#Surf_70#0.3%#Surf_68#0.5%#Cosolv_48#,Oil_32 + 23.2% Oil_L
721,1,0.66%#Surf_65#0.2%#Surf_70#0.5%#Surf_68#0.5%#Cosolv_48#,Oil_32 + 23.2% Oil_L
722,0,0.5%#Surf_60#0.33%#Surf_70#0.17%#Surf_69#1%#Cosolv_20#,Oil_32 + 22.9% Oil_B
723,0,0.66%#Surf_65#0.4%#Surf_70#0.3%#Surf_68#1%#Cosolv_48#,Oil_32 + 23.2% Oil_L
724,0,0.66%#Surf_65#0.4%#Surf_70#0.3%#Surf_68#,Oil_32 + 23.2% Oil_L
725,0,0.4%#Surf_139#0.3%#Surf_68#0.3%#Cosolv_38#0.5%#Cosolv_48#,Oil_32 + 23.2% Oil_L
726,0,0.4%#Surf_139#0.3%#Surf_68#0.3%#Cosolv_38#0.5%#Cosolv_48#,Oil_32 + 23.2% Oil_L
727,0,0.4%#Surf_59#0.3%#Surf_67#0.3%#Cosolv_38#0.5%#Cosolv_48#,Oil_32 + 23.2% Oil_L
728,0,0.4%#Surf_59#0.3%#Surf_68#0.3%#Cosolv_38#0.5%#Cosolv_48#,Oil_32 + 23.2% Oil_L
729,0,0.45%#Surf_192#0.25%#Surf_70#0.3%#Surf_68#0.5%#Cosolv_48#,Oil_32 + 23.2% Oil_L
730,1,0.45%#Surf_192#0.35%#Surf_70#0.2%#Surf_68#0.5%#Cosolv_48#,Oil_32 + 23.2% Oil_L
731,0,0.45%#Surf_65#0.35%#Surf_70#0.2%#Surf_68#,Oil_32 + 23.2% Oil_L
732,1,0.45%#Surf_192#0.35%#Surf_70#0.2%#Surf_68#,Oil_32 + 23.2% Oil_L
733,0,0.45%#Surf_192#0.35%#Surf_70#0.2%#Surf_68#,Oil_32 + 23.2% Oil_L
734,0,0.5%#Surf_60#0.33%#Surf_70#0.17%#Surf_69#1%#Cosolv_26#,Oil_32 + 22.9% Oil_B
735,0,0.45%#Surf_65#0.35%#Surf_70#0.2%#Surf_68#,Oil_32 + 35.6% Oil_A
736,0,0.45%#Surf_192#0.35%#Surf_70#0.2%#Surf_68#,Oil_32 + 23.2% Oil_L
737,1,0.45%#Surf_192#0.25%#Surf_70#0.3%#Surf_68#,Oil_32 + 23.2% Oil_L
738,0,0.45%#Surf_65#0.35%#Surf_70#0.2%#Surf_68#,Oil_32 + 23.2% Oil_L
739,1,0.45%#Surf_192#0.35%#Surf_70#0.2%#Surf_68#,Oil_32 + 23.2% Oil_L
740,0,0.45%#Surf_65#0.35%#Surf_70#0.2%#Surf_68#0.5%#Cosolv_48#,Oil_32 + 23.2% Oil_L
741,1,0.45%#Surf_65#0.2%#Surf_70#0.35%#Surf_68#,Oil_32 + 23.2% Oil_L
742,0,0.45%#Surf_65#0.25%#Surf_70#0.3%#Surf_68#,Oil_32 + 23.2% Oil_L
743,1,0.675%#Surf_25#0.3%#Surf_70#0.525%#Surf_68#,Oil_32 + 23.2% Oil_L
744,0,0.66%#Surf_65#0.4%#Surf_70#0.3%#Surf_68#1%#Cosolv_48#,Oil_32 + 23.2% Oil_L
745,0,0.45%#Surf_65#0.2%#Surf_16#0.35%#Surf_17#,Oil_32 + 23.2% Oil_L
746,0,0.45%#Surf_65#0.35%#Surf_16#0.2%#Surf_17#,Oil_32 + 23.2% Oil_L
747,0,0.45%#Surf_47#0.35%#Surf_11#0.2%#Surf_17#,Oil_32 + 23.2% Oil_L
748,0,0.5%#Surf_60#0.5%#Surf_5#,Oil_32 + 22.9% Oil_B
749,0,0.45%#Surf_47#0.35%#Surf_17#0.2%#Surf_11#,Oil_32 + 23.2% Oil_L
750,0,0.45%#Surf_34#0.35%#Surf_17#0.2%#Surf_11#,Oil_32 + 23.2% Oil_L
751,0,0.45%#Surf_47#0.3%#Surf_17#0.25%#Surf_11#,Oil_32 + 23.2% Oil_L
752,0,0.45%#Surf_34#0.3%#Surf_11#0.25%#Surf_17#,Oil_32 + 23.2% Oil_L
753,0,0.65%#Surf_47#0.15%#Surf_16#0.2%#Surf_17#,Oil_32 + 23.2% Oil_L
754,0,0.65%#Surf_34#0.2%#Surf_17#0.15%#Surf_11#,Oil_32 + 23.2% Oil_L
755,0,0.75%#Surf_47#0.15%#Surf_17#0.1%#Surf_11#,Oil_32 + 23.2% Oil_L
756,0,0.65%#Surf_61#0.2%#Surf_11#0.15%#Surf_17#,Oil_32 + 23.2% Oil_L
757,0,0.45%#Surf_192#0.25%#Surf_16#0.3%#Surf_17#,Oil_32 + 23.2% Oil_L
758,0,0.55%#Surf_192#0.2%#Surf_16#0.25%#Surf_17#,Oil_32 + 23.2% Oil_L
759,0,0.5%#Surf_60#0.33%#Surf_16#0.17%#Surf_9#,Oil_32 + 22.9% Oil_B
760,1,0.45%#Surf_192#0.3%#Surf_16#0.25%#Surf_17#,Oil_32 + 23.2% Oil_L
761,0,0.5%#Surf_192#0.273%#Surf_16#0.227%#Surf_17#,Oil_32 + 23.2% Oil_L
762,1,0.35%#Surf_192#0.355%#Surf_16#0.295%#Surf_17#,Oil_32 + 23.2% Oil_L
763,1,0.4%#Surf_192#0.327%#Surf_16#0.273%#Surf_17#,Oil_32 + 23.2% Oil_L
764,0,0.65%#Surf_36#0.2%#Surf_16#0.15%#Surf_17#,Oil_32 + 23.2% Oil_L
765,1,0.65%#Surf_43#0.2%#Surf_16#0.15%#Surf_17#,Oil_32 + 23.2% Oil_L
766,0,0.5%#Surf_43#0.273%#Surf_11#0.227%#Surf_17#,Oil_32 + 23.2% Oil_L
767,0,0.4%#Surf_43#0.328%#Surf_11#0.272%#Surf_17#,Oil_32 + 23.2% Oil_L
768,1,0.325%#Surf_36#0.325%#Surf_61#0.2%#Surf_16#0.15%#Surf_17#,Oil_32 + 23.2% Oil_L
769,1,0.25%#Surf_47#0.25%#Surf_56#0.273%#Surf_16#0.227%#Surf_17#,Oil_32 + 23.2% Oil_L
770,0,0.15%#Surf_47#0.35%#Surf_56#0.273%#Surf_16#0.227%#Surf_17#,Oil_32 + 23.2% Oil_L
771,0,0.325%#Surf_43#0.325%#Surf_39#0.2%#Surf_11#0.15%#Surf_17#,Oil_32 + 23.2% Oil_L
772,0,0.5%#Surf_56#0.273%#Surf_11#0.227%#Surf_17#,Oil_32 + 23.2% Oil_L
773,0,0.5%#Surf_24#0.273%#Surf_16#0.227%#Surf_17#,Oil_32 + 23.2% Oil_L
774,0,0.4%#Surf_43#0.4%#Surf_39#0.114%#Surf_11#0.086%#Surf_17#,Oil_32 + 23.2% Oil_L
775,0,0.25%#Surf_39#0.25%#Surf_56#0.273%#Surf_11#0.227%#Surf_17#,Oil_32 + 23.2% Oil_L
776,0,0.25%#Surf_56#0.25%#Surf_32#0.273%#Surf_11#0.227%#Surf_17#,Oil_32 + 23.2% Oil_L
777,0,0.65%#Surf_33#0.45%#Surf_68#0.4%#Surf_70#,Oil_32 + 23.2% Oil_L
778,0,0.45%#Surf_33#0.35%#Surf_68#0.2%#Surf_70#,Oil_32 + 23.2% Oil_L
779,0,0.65%#Surf_47#0.45%#Surf_68#0.4%#Surf_70#,Oil_32 + 23.2% Oil_L
780,0,0.5%#Surf_60#0.4%#Surf_16#0.1%#Surf_9#,Oil_32 + 22.9% Oil_B
781,0,0.65%#Surf_43#0.45%#Surf_68#0.4%#Surf_70#,Oil_32 + 23.2% Oil_L
782,0,0.45%#Surf_192#0.2%#Surf_70#0.35%#Surf_68#,Oil_32 + 23.2% Oil_L
783,0,0.65%#Surf_65#0.4%#Surf_70#0.45%#Surf_68#,Oil_32 + 23.2% Oil_L
784,1,0.65%#Surf_65#0.4%#Surf_70#0.45%#Surf_68#,Oil_32 + 23.2% Oil_L
785,1,0.45%#Surf_65#0.25%#Surf_70#0.3%#Surf_68#,Oil_32 + 23.2% Oil_L
786,0,0.5%#Surf_65#0.5%#Surf_68#,Oil_32 + 23.2% Oil_L
787,0,0.3375%#Surf_65#0.1875%#Surf_70#0.225%#Surf_68#,Oil_32 + 23.2% Oil_L
788,1,0.5%#Surf_65#0.2%#Surf_70#0.3%#Surf_68#,Oil_32 + 23.2% Oil_L
789,0,0.5%#Surf_65#0.15%#Surf_70#0.35%#Surf_68#,Oil_32 + 23.2% Oil_L
790,0,0.5%#Surf_60#0.375%#Surf_16#0.125%#Surf_9#,Oil_32 + 22.9% Oil_B
791,0,0.45%#Surf_51#0.2%#Surf_70#0.35%#Surf_68#,Oil_32 + 23.2% Oil_L
792,0,0.45%#Surf_51#0.35%#Surf_68#0.2%#Surf_70#,Oil_32 + 23.2% Oil_L
793,0,0.45%#Surf_65#0.35%#Surf_68#0.2%#Surf_70#,Oil_32 + 23.2% Oil_L
794,1,0.45%#Surf_65#0.25%#Surf_70#0.3%#Surf_68#,Oil_32 + 23.2% Oil_L
795,1,0.3375%#Surf_65#0.1875%#Surf_70#0.225%#Surf_68#,Oil_32 + 23.2% Oil_L
796,0,0.45%#Surf_51#0.35%#Surf_68#0.2%#Surf_70#,Oil_32 + 23.2% Oil_L
797,0,0.45%#Surf_65#0.35%#Surf_68#0.2%#Surf_70#,Oil_32 + 23.2% Oil_L
798,1,0.45%#Surf_65#0.25%#Surf_70#0.3%#Surf_68#,Oil_32 + 23.2% Oil_L
799,0,0.5%#Surf_65#0.15%#Surf_70#0.35%#Surf_68#,Oil_32 + 23.2% Oil_L
800,0,0.45%#Surf_65#0.15%#Surf_70#0.4%#Surf_68#,Oil_32 + 23.2% Oil_L
801,0,0.5%#Surf_60#0.4%#Surf_16#0.1%#Surf_9#1%#Cosolv_42#,Oil_32 + 22.9% Oil_B
802,0,0.5%#Surf_65#0.2%#Surf_70#0.3%#Surf_68#,Oil_32 + 23.2% Oil_L
803,1,0.45%#Surf_61#0.25%#Surf_70#0.3%#Surf_68#,Oil_32 + 23.2% Oil_L
804,0,0.45%#Surf_65#0.3%#Surf_68#0.25%#Surf_70#,Oil_32 + 23.2% Oil_L
805,0,0.45%#Surf_61#0.3%#Surf_68#0.25%#Surf_70#,Oil_32 + 23.2% Oil_L
806,0,0.45%#Surf_61#0.3%#Surf_68#0.25%#Surf_70#,Oil_32 + 23.2% Oil_L
807,0,0.45%#Surf_64#0.3%#Surf_68#0.25%#Surf_70#,Oil_32 + 23.2% Oil_L
808,0,0.45%#Surf_22#0.3%#Surf_68#0.25%#Surf_70#,Oil_32 + 23.2% Oil_L
809,0,0.45%#Surf_61#0.3%#Surf_68#0.25%#Surf_70#,Oil_32 + 23.2% Oil_L
810,0,0.5%#Surf_36#0.35%#Surf_68#0.15%#Surf_70#,Oil_32 + 23.2% Oil_L
811,0,0.45%#Surf_64#0.375%#Surf_68#0.175%#Surf_70#,Oil_32 + 23.2% Oil_L
812,0,0.5%#Surf_60#0.4%#Surf_16#0.1%#Surf_9#1%#Cosolv_48#,Oil_32 + 22.9% Oil_B
813,0,0.5%#Surf_64#0.275%#Surf_68#0.225%#Surf_70#,Oil_32 + 23.2% Oil_L
814,1,0.5%#Surf_64#0.225%#Surf_70#0.275%#Surf_68#,Oil_32 + 23.2% Oil_L
815,1,0.45%#Surf_64#0.3%#Surf_70#0.25%#Surf_68#,Oil_32 + 23.2% Oil_L
816,0,0.45%#Surf_65#0.3%#Surf_68#0.25%#Surf_70#,Oil_32
817,0,0.45%#Surf_64#0.3%#Surf_70#0.25%#Surf_68#,Oil_32
818,0,0.5%#Surf_64#0.275%#Surf_68#0.225%#Surf_70#,Oil_32 + 10% Oil_L
819,0,0.5%#Surf_60#0.375%#Surf_16#0.125%#Surf_9#,Oil_32 + 22.9% Oil_B
820,0,0.5%#Surf_64#0.275%#Surf_68#0.225%#Surf_70#,Oil_32 + 10% Oil_L
821,1,0.5%#Surf_64#0.225%#Surf_70#0.275%#Surf_68#,Oil_32 + 10% Oil_L
822,0,0.65%#Surf_65#0.45%#Surf_68#0.4%#Surf_70#,Oil_32 + 10% Oil_L
823,1,0.65%#Surf_65#0.4%#Surf_70#0.45%#Surf_68#,Oil_32 + 10% Oil_L
824,0,0.65%#Surf_65#0.4%#Surf_70#0.45%#Surf_68#,Oil_32 + 10% Oil_L
825,0,0.65%#Surf_65#0.4%#Surf_70#0.45%#Surf_68#,Oil_32 + 10% Oil_L
826,0,0.65%#Surf_65#0.45%#Surf_68#0.4%#Surf_70#,Oil_32 + 10% Oil_L
827,1,0.5%#Surf_64#0.225%#Surf_70#0.275%#Surf_68#,Oil_32 + 23.2% Oil_L
828,0,0.5%#Surf_64#0.3%#Surf_68#0.2%#Surf_70#,Oil_32 + 10% Oil_L
829,0,0.5%#Surf_60#0.4%#Surf_16#0.1%#Surf_9#,Oil_32 + 36.6% Oil_A
830,0,0.75%#Surf_64#0.45%#Surf_68#0.3%#Surf_70#,Oil_32 + 10% Oil_L
831,0,0.65%#Surf_65#0.6%#Surf_68#0.25%#Surf_70#,Oil_32 + 10% Oil_L
832,0,0.65%#Surf_55#0.6%#Surf_68#0.25%#Surf_70#,Oil_32 + 10% Oil_L
833,0,0.5%#Surf_60#0.5%#Surf_16#,Oil_32 + 36.6% Oil_A
834,0,0.5%#Surf_55#0.5%#Surf_16#1%#Cosolv_47#,Oil_32 + 36.6% Oil_A
835,0,0.5%#Surf_55#0.5%#Surf_16#1%#Cosolv_48#,Oil_32 + 33.8% Oil_A
836,0,0.5%#Surf_55#0.5%#Surf_16#0.3%#Cosolv_48#,Oil_32 + 33.8% Oil_A
837,0,0.5%#Surf_55#0.5%#Surf_16#0.3%#Cosolv_48#,Oil_32 + 33.8% Oil_A
838,0,0.5%#Surf_58#0.33%#Surf_70#0.17%#Surf_69#1%#Cosolv_48#,Oil_32 + 33.8% Oil_A
