Na,Cl,Ca,Mg,S(6),pH,m_Ca+2,m_CaSO4,m_CaOH+,m_CaHSO4+,m_Cl-,m_Na+,m_NaSO4-,m_NaOH,m_SO4-2,m_Mg+2,m_MgSO4,m_MgOH+,m_HSO4-,la_H+
0.37913,0.32469,0.12578,0.0051226,0.15812,-5.109673449,0.080335,0.045443,2.10E-09,9.77E-07,0.32469,0.35121,0.027916,1.03E-19,0.082384,0.0027514,0.0023712,1.93E-09,4.05E-06,-5.68
0.83676,0.88465,0.11181,0.19626,0.28413,-6.259013627,0.077301,0.034507,1.04E-08,1.27E-07,0.88465,0.77388,0.062882,1.17E-18,0.103,0.11252,0.08374,5.44E-07,5.28E-07,-6.4523
0.39087,0.47199,0.03412,0.15811,0.15167,-7.872727481,0.024654,0.0094661,9.02E-09,1.42E-08,0.47199,0.36976,0.021104,1.52E-18,0.062164,0.099173,0.058934,1.02E-06,1.94E-07,-6.8404
0.11815,0.30426,0.036605,0.096925,0.040475,-6.16370098,0.031935,0.0046701,3.67E-09,2.40E-08,0.30426,0.11606,0.0020909,1.46E-19,0.016498,0.079709,0.017216,2.28E-07,2.38E-07,-6.2885
0.376,1.4228,0.52759,0.1376,0.14181,-5.496371599,0.46303,0.064557,1.50E-08,9.15E-07,1.4228,0.3654,0.010592,1.31E-19,0.039215,0.11016,0.027443,1.69E-07,5.51E-07,-5.8564
0.33598,0.35013,0.082364,0.067614,0.1429,-7.088149811,0.056005,0.026359,2.06E-08,4.03E-08,0.35013,0.31528,0.020704,1.30E-18,0.067634,0.039409,0.028205,3.88E-07,2.39E-07,-6.8277
0.79577,0.97144,0.45893,0.0041323,0.37523,-9.029587167,0.29862,0.16031,4.18E-06,5.46E-09,0.97144,0.72044,0.075331,1.13E-16,0.1376,0.0021462,0.0019848,1.23E-06,5.53E-09,-8.4831
0.31885,0.47899,0.0132,0.15293,0.086066,-6.698055536,0.010755,0.0024444,1.76E-09,8.33E-09,0.47899,0.30883,0.010024,5.67E-19,0.034136,0.11347,0.039461,5.04E-07,2.59E-07,-6.481
0.39581,0.95313,0.29176,0.030335,0.043439,-9.610822548,0.27215,0.019606,7.25E-06,3.73E-10,0.95313,0.39087,0.0049467,1.18E-16,0.015681,0.027105,0.0032055,2.46E-05,4.49E-10,-8.741
0.36108,0.52209,0.17321,0.080891,0.1736,-5.321650386,0.12359,0.049618,4.30E-09,7.66E-07,0.52209,0.33975,0.021331,1.34E-19,0.071347,0.049589,0.031303,5.08E-08,2.09E-06,-5.8301
0.285,1.4443,0.30636,0.33629,0.06297,-9.696924587,0.29077,0.015586,9.80E-07,2.13E-09,1.4443,0.28188,0.0031236,1.05E-17,0.014962,0.30694,0.029299,4.83E-05,2.06E-09,-7.8733
0.3066,0.21479,0.02537,0.018805,0.090079,-9.506908438,0.016666,0.0087029,1.02E-06,8.51E-11,0.21479,0.28862,0.017976,1.91E-16,0.05525,0.010638,0.0081508,1.59E-05,1.59E-09,-9.0063
0.40903,0.54062,0.1868,0.07723,0.19824,-9.034933526,0.12938,0.057427,7.79E-07,5.07E-09,0.54062,0.38196,0.027068,2.61E-17,0.081871,0.04535,0.031871,8.23E-06,1.32E-08,-8.0737
0.79145,0.7957,0.17739,0.08448,0.25975,-5.672174292,0.12041,0.056978,9.04E-09,3.82E-07,0.7957,0.73021,0.061238,6.21E-19,0.10452,0.047469,0.037011,1.23E-07,1.03E-06,-6.1942
0.29406,0.98458,0.23133,0.21003,0.096104,-9.69119829,0.20598,0.025352,1.50E-06,1.74E-09,0.98458,0.2876,0.0064592,2.36E-17,0.02851,0.1742,0.035783,4.58E-05,2.70E-09,-8.1837
0.27304,0.5243,0.048755,0.16379,0.086919,-9.140008993,0.040619,0.0081358,1.48E-07,1.23E-09,0.5243,0.26517,0.0078647,1.09E-17,0.032195,0.12506,0.038723,1.28E-05,1.02E-08,-7.8373
0.21327,1.0679,0.1865,0.28506,0.044257,-6.857241078,0.17776,0.0087411,1.47E-08,5.22E-08,1.0679,0.21134,0.0019356,1.97E-19,0.011769,0.26325,0.021811,8.15E-07,9.26E-08,-6.2425
0.54392,0.49776,0.075935,0.070403,0.16942,-6.986835637,0.05174,0.024195,1.70E-08,3.99E-08,0.49776,0.50772,0.036197,1.88E-18,0.079332,0.040711,0.029692,3.84E-07,2.60E-07,-6.8003
0.099227,0.16153,0.045686,0.022003,0.036539,-8.082997638,0.036632,0.0090534,7.37E-08,2.84E-09,0.16153,0.096775,0.002452,2.03E-18,0.019291,0.01626,0.0057425,7.63E-07,2.18E-08,-7.482
0.3865,0.88666,0.36344,0.039277,0.15263,-6.917674559,0.29265,0.070795,8.21E-08,1.27E-07,0.88666,0.37042,0.016078,1.18E-18,0.054525,0.02804,0.011236,2.77E-07,1.40E-07,-6.7672
0.22151,0.71402,0.26758,0.018905,0.040232,-9.718173943,0.24759,0.019984,1.20E-05,2.18E-10,0.71402,0.21865,0.0028554,1.20E-16,0.015245,0.016732,0.0021481,2.48E-05,2.97E-10,-8.9813
0.016525,0.6256,0.14695,0.15872,0.0011271,-9.122590984,0.14666,0.00028704,3.85E-07,5.90E-11,0.6256,0.01652,5.06E-06,4.91E-19,0.00034803,0.15822,0.00048694,1.22E-05,1.36E-10,-7.706
0.19821,0.60767,0.058379,0.20144,0.055082,-8.305097494,0.052852,0.0055271,2.21E-08,7.15E-09,0.60767,0.19506,0.0031428,9.23E-19,0.018085,0.17311,0.028327,2.10E-06,4.57E-08,-6.9063
0.9884,0.95036,0.20442,0.24975,0.47319,-9.782591799,0.12632,0.0781,1.42E-06,3.29E-09,0.95036,0.88175,0.10665,1.11E-16,0.15951,0.12077,0.12893,5.59E-05,7.85E-09,-8.3899
0.60658,0.68156,0.14035,0.18996,0.29282,-8.272144468,0.092771,0.047578,5.23E-08,4.30E-08,0.68156,0.55706,0.049521,3.56E-18,0.10915,0.10339,0.086566,1.95E-06,1.53E-07,-7.0646
0.25393,0.29412,0.10584,0.031589,0.11733,-8.182818053,0.073192,0.032651,1.41E-07,9.75E-09,0.29412,0.23977,0.014151,5.12E-18,0.057865,0.018922,0.012666,9.41E-07,4.35E-08,-7.532
0.04947,1.1264,0.25388,0.3039,0.019288,-6.355019496,0.24913,0.0047474,1.49E-08,3.85E-08,1.1264,0.04929,0.00018018,3.32E-20,0.0047738,0.29431,0.0095865,6.99E-07,4.75E-08,-6.1076
0.43596,1.5098,0.42911,0.32333,0.21555,-8.266691394,0.36309,0.066023,6.84E-08,1.57E-07,1.5098,0.41967,0.01629,8.67E-19,0.052967,0.24306,0.080269,2.32E-06,1.16E-07,-6.6268
0.024371,0.18921,0.058067,0.030686,0.0063319,-5.508134562,0.056095,0.001972,1.64E-09,4.25E-08,0.18921,0.024283,8.84E-05,7.44E-21,0.0028012,0.029216,0.00147,2.00E-08,2.15E-07,-5.6467
0.33071,0.79205,0.23067,0.053715,0.053713,-6.76099559,0.20968,0.020995,4.00E-08,5.74E-08,0.79205,0.32529,0.0054179,7.05E-19,0.019857,0.046271,0.0074438,2.79E-07,9.14E-08,-6.5841
0.22716,0.35071,0.091221,0.034416,0.063864,-8.165067394,0.073539,0.017682,1.15E-07,6.57E-09,0.35071,0.22027,0.0068909,3.79E-18,0.030193,0.025316,0.0090987,1.01E-06,2.90E-08,-7.4357
0.67659,0.82067,0.23579,0.082284,0.24603,-9.894952792,0.16567,0.070113,5.97E-06,9.76E-10,0.82067,0.62907,0.047516,2.57E-16,0.094565,0.048383,0.03384,6.09E-05,1.91E-09,-8.8765
0.37271,0.35194,0.1091,0.013377,0.13286,-9.556069336,0.073711,0.035387,4.68E-06,3.14E-10,0.35194,0.34938,0.02332,2.48E-16,0.068517,0.0077277,0.0056363,1.31E-05,1.42E-09,-9.0628
0.32237,0.51887,0.12478,0.070048,0.096575,-6.103179896,0.099801,0.024979,1.29E-08,1.06E-07,0.51887,0.31081,0.011558,4.52E-19,0.040482,0.050492,0.019556,1.83E-07,3.59E-07,-6.387
0.3705,1.3338,0.2273,0.41946,0.16513,-7.451064718,0.19839,0.028907,1.72E-08,1.55E-07,1.3338,0.35983,0.010667,3.46E-19,0.039776,0.33368,0.085777,1.30E-06,2.25E-07,-6.2812
0.56241,1.2447,0.28696,0.22057,0.1664,-5.119664738,0.24215,0.044814,3.46E-09,1.48E-06,1.2447,0.54263,0.019781,8.68E-20,0.048233,0.16701,0.053564,9.99E-08,1.83E-06,-5.4944
0.51284,0.52674,0.046958,0.16625,0.20626,-5.258610168,0.031883,0.015075,9.20E-10,2.79E-07,0.52674,0.47737,0.035468,1.56E-19,0.084759,0.095292,0.070955,8.14E-08,2.95E-06,-5.7512
0.13973,0.35345,0.11016,0.014391,0.017692,-5.951375496,0.10307,0.0070907,8.25E-09,5.20E-08,0.35345,0.13853,0.0011976,1.22E-19,0.0080708,0.013058,0.0013324,2.62E-08,1.61E-07,-6.1371
0.37753,0.96818,0.10561,0.34523,0.15551,-9.733632604,0.088881,0.016724,4.91E-07,1.50E-09,0.96818,0.36498,0.012551,2.28E-17,0.043697,0.26264,0.082536,5.26E-05,5.41E-09,-8.0654
0.45193,1.0144,0.28656,0.09075,0.096075,-8.474684449,0.25131,0.035247,2.40E-07,1.83E-08,1.0144,0.44068,0.011254,4.76E-18,0.032376,0.073548,0.017199,2.53E-06,2.34E-08,-7.3032
1.0378,0.75203,0.17869,0.08741,0.40899,-9.588650046,0.1047,0.073985,2.10E-06,1.81E-09,0.75203,0.91776,0.12006,2.08E-16,0.16751,0.03995,0.04743,2.98E-05,5.46E-09,-8.6314
0.08362,0.75174,0.059371,0.30191,0.02722,-9.364272826,0.05723,0.0021414,1.43E-07,4.49E-10,0.75174,0.083102,0.0005178,2.36E-18,0.0074345,0.28476,0.017126,2.25E-05,2.62E-09,-7.6994
0.33437,0.84912,0.12907,0.16622,0.037914,-5.294703925,0.1217,0.0073737,1.91E-09,2.43E-07,0.84912,0.33098,0.0033863,5.89E-20,0.012332,0.1514,0.014822,7.66E-08,6.65E-07,-5.5023
0.79155,1.0915,0.11882,0.28204,0.25088,-8.02384975,0.090228,0.028596,1.94E-08,6.41E-08,1.0915,0.74653,0.045021,1.81E-18,0.078417,0.18319,0.098842,1.54E-06,2.20E-07,-6.6665
0.36425,0.77209,0.1441,0.16344,0.10362,-9.80555225,0.12251,0.021595,1.76E-06,7.81E-10,0.77209,0.3538,0.010455,5.76E-17,0.035434,0.12724,0.036141,5.83E-05,2.13E-09,-8.4622
0.085208,0.37381,0.07951,0.097198,0.032405,-8.909786228,0.072596,0.0069141,2.36E-07,1.23E-09,0.37381,0.08415,0.0010573,3.03E-18,0.012287,0.085044,0.012146,7.12E-06,5.52E-09,-7.7575
0.65079,1.2238,0.28754,0.17073,0.17174,-8.399509251,0.2385,0.04904,1.14E-07,4.87E-08,1.2238,0.62567,0.025117,3.36E-18,0.052888,0.12603,0.044697,2.48E-06,6.16E-08,-7.0182
0.35017,0.53406,0.038653,0.17508,0.12179,-8.084101844,0.030236,0.0084172,1.21E-08,1.14E-08,0.53406,0.33605,0.014121,1.52E-18,0.046365,0.12219,0.052891,1.39E-06,1.28E-07,-6.8839
0.79942,0.46152,0.082836,0.097696,0.34948,-6.331817779,0.045795,0.037041,1.17E-08,7.55E-08,0.46152,0.70416,0.095256,2.03E-18,0.16193,0.042437,0.055259,3.44E-07,5.50E-07,-6.7112
0.46258,1.0263,0.14769,0.1635,0.029311,-8.045926798,0.14174,0.0059525,3.47E-08,1.22E-08,1.0263,0.45915,0.0034298,1.27E-18,0.0093315,0.1529,0.010597,1.30E-06,2.81E-08,-6.7073
0.20793,0.82723,0.082126,0.27488,0.047359,-7.214217895,0.077071,0.0050553,7.97E-09,2.52E-08,0.82723,0.20563,0.0022996,2.41E-19,0.013574,0.24845,0.02643,8.39E-07,1.09E-07,-6.3223
0.21526,1.1003,0.40492,0.10108,0.063476,-8.311897965,0.3756,0.029315,2.00E-07,2.69E-08,1.1003,0.21213,0.0031375,1.27E-18,0.01919,0.089244,0.011834,1.84E-06,2.22E-08,-7.0552
0.2951,0.72981,0.076944,0.23067,0.090258,-8.317069446,0.066982,0.0099619,2.54E-08,1.38E-08,0.72981,0.28806,0.0070457,1.24E-18,0.028914,0.18633,0.044337,2.20E-06,6.90E-08,-6.8794
0.086941,0.26758,0.029218,0.079199,0.018097,-7.641134589,0.027175,0.0020433,9.40E-09,3.57E-09,0.26758,0.086192,0.00074928,3.22E-19,0.0074772,0.071372,0.0078269,5.98E-07,4.01E-08,-6.7506
0.3304,0.74373,0.14518,0.12622,0.064733,-7.046908992,0.12974,0.015443,2.13E-08,4.96E-08,0.74373,0.3241,0.0062983,6.02E-19,0.022846,0.10607,0.020147,5.37E-07,1.28E-07,-6.5134
0.76284,1.2027,0.20536,0.13668,0.12209,-7.615471768,0.17643,0.028927,3.44E-08,7.17E-08,1.2027,0.73983,0.023008,1.62E-18,0.04037,0.10689,0.02979,8.08E-07,1.26E-07,-6.6232
0.27517,0.24574,0.050708,0.046314,0.11173,-5.361810609,0.033828,0.016879,1.38E-09,2.42E-07,0.24574,0.25889,0.01628,1.16E-19,0.058867,0.026609,0.019705,2.73E-08,2.29E-06,-5.8462
0.21628,0.22207,0.082785,0.0068107,0.086698,-8.368131595,0.057396,0.025389,3.28E-07,2.65E-09,0.22207,0.20534,0.010936,1.28E-17,0.04769,0.0041267,0.0026835,5.79E-07,1.44E-08,-7.9791
0.47884,1.2882,0.25203,0.25836,0.10573,-6.403804159,0.22696,0.025076,1.80E-08,1.50E-07,1.2882,0.46862,0.010219,4.15E-19,0.028879,0.21681,0.041556,7.22E-07,1.97E-07,-6.238
0.67219,0.6379,0.036691,0.12859,0.18243,-8.455876926,0.025909,0.010782,2.88E-08,5.12E-09,0.6379,0.62991,0.042283,7.93E-18,0.07818,0.077407,0.051182,2.62E-06,6.64E-08,-7.3435
0.60341,1.361,0.22347,0.37389,0.21856,-7.680274836,0.18534,0.038132,2.04E-08,1.60E-07,1.361,0.5791,0.024315,7.09E-19,0.056413,0.27419,0.099701,1.37E-06,2.47E-07,-6.3882
0.63584,0.77124,0.26408,0.067015,0.26339,-7.887425917,0.18053,0.083552,1.05E-07,7.23E-08,0.77124,0.58756,0.048286,3.87E-18,0.10255,0.038007,0.029008,7.66E-07,1.30E-07,-7.0831
0.40187,0.65795,0.13403,0.19136,0.19735,-7.163107975,0.09892,0.035109,1.92E-08,9.41E-08,0.65795,0.37947,0.022398,8.38E-19,0.070355,0.12187,0.06949,7.49E-07,3.18E-07,-6.5923
0.22124,0.50088,0.10244,0.12138,0.083999,-9.082597592,0.085332,0.017108,3.52E-07,2.28E-09,0.50088,0.2149,0.0063418,1.00E-17,0.03187,0.09269,0.028679,1.07E-05,9.00E-09,-7.89
0.80338,0.88441,0.30891,0.022187,0.29059,-5.687223794,0.20833,0.10059,1.84E-08,5.61E-07,0.88441,0.73754,0.065842,7.33E-19,0.11422,0.012253,0.0099337,4.00E-08,8.54E-07,-6.2725
0.77477,0.36717,0.075367,0.097952,0.37712,-8.263402638,0.03923,0.036137,4.95E-08,1.50E-08,0.36717,0.67249,0.10228,9.63E-18,0.18032,0.039561,0.058389,1.56E-06,1.28E-07,-7.4032
0.36405,0.78035,0.18537,0.15074,0.12796,-7.794659054,0.15281,0.032561,3.96E-08,6.48E-08,0.78035,0.35131,0.012741,1.03E-18,0.043966,0.11205,0.038696,9.46E-07,1.41E-07,-6.722
0.18259,0.30002,0.095874,0.029041,0.066197,-9.462315433,0.07556,0.020312,2.57E-06,3.50E-10,0.30002,0.17661,0.0059755,6.59E-17,0.031634,0.020748,0.0082754,1.77E-05,1.48E-09,-8.7654
0.53003,0.79917,0.020666,0.20668,0.092774,-6.262659475,0.017732,0.0029334,1.66E-09,1.63E-08,0.79917,0.51592,0.014102,5.48E-19,0.032426,0.16337,0.043312,4.80E-07,3.08E-07,-6.2747
0.18697,0.38567,0.059125,0.11916,0.078928,-9.264987499,0.048072,0.011053,3.38E-07,8.95E-10,0.38567,0.1813,0.0056717,1.42E-17,0.031485,0.088422,0.030718,1.63E-05,6.14E-09,-8.1014
1.0517,0.78074,0.0033543,0.22684,0.3657,-6.575565884,0.0020681,0.0012862,3.51E-10,3.76E-09,0.78074,0.9452,0.10654,1.81E-18,0.1425,0.11148,0.11536,6.77E-07,5.84E-07,-6.5543
0.59115,0.76469,0.040207,0.10235,0.055791,-7.828993697,0.035721,0.0044856,1.17E-08,7.30E-09,0.76469,0.57962,0.01153,2.14E-18,0.022839,0.085415,0.016937,8.33E-07,6.89E-08,-6.8079
0.1425,0.69181,0.12192,0.1691,0.016362,-9.673001442,0.11858,0.0033337,1.07E-06,1.98E-10,0.69181,0.14186,0.00063681,1.45E-17,0.0051867,0.16186,0.0072047,4.39E-05,5.61E-10,-8.2467
0.50093,1.3226,0.20577,0.32303,0.11797,-7.589821697,0.18435,0.021421,1.89E-08,9.85E-08,1.3226,0.48959,0.011335,5.59E-19,0.030791,0.2686,0.054424,1.18E-06,1.58E-07,-6.3506
1.167,0.74927,0.12158,0.18408,0.51451,-5.965640486,0.06739,0.054191,9.13E-09,1.93E-07,0.74927,1.0121,0.1549,1.54E-18,0.19904,0.077698,0.10638,4.11E-07,8.85E-07,-6.4661
0.35034,0.51109,0.11061,0.13744,0.16768,-7.245145889,0.080053,0.030559,2.03E-08,6.52E-08,0.51109,0.33085,0.01949,9.47E-19,0.066214,0.086026,0.051413,6.33E-07,2.75E-07,-6.689
0.30877,0.88017,0.062778,0.30297,0.080048,-5.204243443,0.056688,0.00609,7.74E-10,2.28E-07,0.88017,0.3031,0.0056668,4.69E-20,0.023019,0.2577,0.045271,1.18E-07,1.32E-06,-5.4482
0.59719,1.3393,0.34275,0.2718,0.24352,-9.865750384,0.27588,0.066876,2.21E-06,3.85E-09,1.3393,0.56895,0.028243,5.05E-17,0.066783,0.19012,0.081615,6.94E-05,3.98E-09,-8.249
0.64309,0.7389,0.028896,0.27309,0.25408,-5.455870418,0.020269,0.0086273,7.75E-10,1.15E-07,0.7389,0.59915,0.043947,2.60E-19,0.089698,0.16128,0.11181,2.04E-07,1.88E-06,-5.8947
0.81224,0.67017,0.044748,0.17683,0.29261,-5.523954587,0.028522,0.016226,1.53E-09,1.55E-07,0.67017,0.73997,0.072273,4.50E-19,0.11913,0.09185,0.084979,1.63E-07,1.79E-06,-6.042
0.38709,1.2196,0.095152,0.40071,0.079595,-5.445250656,0.088281,0.0068708,1.78E-09,1.64E-07,1.2196,0.38135,0.0057424,8.61E-20,0.01975,0.35348,0.047231,2.87E-07,5.66E-07,-5.638
0.19495,0.44492,0.039919,0.11844,0.033371,-6.961684478,0.036508,0.0034112,6.26E-09,1.13E-08,0.44492,0.1925,0.0024525,3.68E-19,0.012848,0.10378,0.014658,4.68E-07,1.02E-07,-6.4896
0.17057,0.19119,0.071118,0.019803,0.080612,-6.350233768,0.0496,0.021518,1.44E-08,4.49E-08,0.19119,0.16241,0.0081573,5.07E-19,0.043261,0.012128,0.0076757,8.50E-08,2.77E-07,-6.6735
0.33033,1.0419,0.13683,0.26328,0.044338,-8.484347762,0.12984,0.0069868,4.65E-08,9.72E-09,1.0419,0.32712,0.0032099,1.32E-18,0.012452,0.24159,0.02169,3.12E-06,2.40E-08,-6.8761
0.7536,1.1718,0.3452,0.18136,0.31747,-8.982939605,0.25113,0.09407,4.61E-07,2.40E-08,1.1718,0.70123,0.05237,1.44E-17,0.099361,0.10968,0.071669,8.65E-06,2.82E-08,-7.6061
0.27061,0.37297,0.056573,0.099028,0.10442,-9.168330971,0.042516,0.014057,3.07E-07,1.10E-09,0.37297,0.25891,0.011698,2.09E-17,0.045656,0.066006,0.033009,1.26E-05,8.58E-09,-8.1147
0.65102,0.98265,0.0568,0.29094,0.18192,-7.697646615,0.045474,0.011325,7.00E-09,3.65E-08,0.98265,0.62287,0.02815,1.08E-18,0.057177,0.20567,0.085272,1.14E-06,2.58E-07,-6.5111
0.92053,1.0133,0.16349,0.20553,0.32263,-9.28150327,0.11293,0.050559,4.35E-07,6.32E-09,1.0133,0.84823,0.0723,3.68E-17,0.11087,0.11661,0.0889,1.75E-05,1.73E-08,-7.92
0.59734,1.257,0.40092,0.022529,0.093597,-9.095997215,0.35679,0.044127,3.01E-06,2.50E-09,1.257,0.58334,0.013999,5.53E-17,0.031521,0.018573,0.0039495,6.36E-06,2.13E-09,-8.2631
0.084993,0.14542,0.054931,0.011056,0.035773,-9.358899957,0.04362,0.011309,2.26E-06,1.39E-10,0.14542,0.08284,0.0021529,4.45E-17,0.019333,0.0080676,0.0029787,9.69E-06,8.82E-10,-8.886
0.11952,0.47567,0.080536,0.12525,0.027712,-6.599073044,0.075472,0.0050638,9.95E-09,2.16E-08,0.47567,0.1184,0.0011234,1.75E-19,0.0098909,0.11362,0.011633,4.04E-07,9.53E-08,-6.3836
0.61765,1.2714,0.42439,0.046932,0.14446,-6.161170125,0.35952,0.064867,4.47E-08,2.46E-07,1.2714,0.59641,0.021241,8.29E-19,0.047167,0.035743,0.011189,1.87E-07,2.05E-07,-6.4343
0.58337,0.81313,0.048065,0.22544,0.15863,-7.356752819,0.037961,0.010104,6.19E-09,3.18E-08,0.81313,0.55802,0.025349,1.03E-18,0.055179,0.15745,0.067995,8.39E-07,2.78E-07,-6.5224
0.46214,0.52262,0.087453,0.1101,0.16732,-9.081674379,0.061973,0.02548,3.26E-07,2.61E-09,0.52262,0.4346,0.027547,2.59E-17,0.071186,0.066986,0.043106,1.02E-05,1.42E-08,-8.0074
0.19507,0.36101,0.10339,0.0050699,0.025493,-9.233261671,0.093546,0.009845,3.42E-06,1.58E-10,0.36101,0.19252,0.0025528,7.74E-17,0.01241,0.0043816,0.00068434,4.03E-06,5.39E-10,-8.7981
0.27417,1.2142,0.20004,0.36083,0.09086,-7.916449351,0.18391,0.016131,2.11E-08,6.71E-08,1.2142,0.26954,0.0046262,3.47E-19,0.022638,0.31336,0.047466,1.49E-06,1.10E-07,-6.3961
0.6629,0.69008,0.15781,0.13841,0.28263,-8.021409574,0.10388,0.053921,5.01E-08,5.70E-08,0.69008,0.60818,0.054725,3.32E-18,0.11049,0.07492,0.06349,1.21E-06,1.81E-07,-6.9964
0.079361,0.21972,0.016253,0.072758,0.018832,-8.179180692,0.014876,0.0013767,1.37E-08,9.24E-10,0.21972,0.078572,0.00078888,7.69E-19,0.0080995,0.06419,0.0085668,1.40E-06,1.82E-08,-7.1587
0.33932,1.4793,0.36552,0.2188,0.014306,-5.027336132,0.36078,0.0047442,2.52E-09,3.14E-07,1.4793,0.3384,0.00091622,2.62E-20,0.00365,0.2138,0.0049946,6.90E-08,2.46E-07,-5.1889
0.33167,0.29927,0.077406,0.012163,0.10577,-8.355148153,0.053098,0.024308,2.39E-07,3.12E-09,0.29927,0.31297,0.018697,1.56E-17,0.05782,0.0072187,0.0049431,8.31E-07,1.91E-08,-7.8969
0.76373,0.61319,0.0081073,0.093819,0.1772,-8.234566741,0.0055652,0.0025422,5.33E-09,1.41E-09,0.61319,0.71203,0.051705,7.73E-18,0.083608,0.054476,0.039342,1.56E-06,8.52E-08,-7.2765
0.61123,0.819,0.19569,0.089231,0.18104,-5.510665381,0.14773,0.047965,6.68E-09,5.40E-07,0.819,0.57857,0.032664,2.96E-19,0.069468,0.058292,0.030939,8.84E-08,1.20E-06,-5.9694
0.16732,0.61362,0.07958,0.18232,0.038749,-5.765432199,0.074145,0.0054358,3.28E-09,6.65E-08,0.61362,0.16545,0.0018688,8.28E-20,0.01268,0.16356,0.018764,2.10E-07,3.02E-07,-5.9308
0.10936,0.19944,0.059491,0.011195,0.025645,-7.448549982,0.05123,0.0082617,4.09E-08,6.45E-09,0.19944,0.10753,0.0018363,9.06E-19,0.013441,0.0090893,0.0021054,1.71E-07,3.63E-08,-7.0901
0.10452,0.69732,0.23682,0.085991,0.026409,-9.639833611,0.22614,0.010674,3.33E-06,3.84E-10,0.69732,0.10373,0.00079324,1.73E-17,0.0089365,0.079949,0.0060053,3.61E-05,5.71E-10,-8.464
0.1606,0.194,0.0509,0.018883,0.053078,-5.106781909,0.038476,0.012424,7.24E-10,4.06E-07,0.194,0.15508,0.0055147,3.11E-20,0.029126,0.012873,0.0060097,5.77E-09,3.12E-06,-5.4734
0.79817,1.102,0.20625,0.20831,0.26263,-5.570275796,0.15403,0.052219,7.19E-09,5.36E-07,1.102,0.74936,0.048812,3.93E-19,0.085133,0.13184,0.076464,2.45E-07,1.07E-06,-6.0049
0.1618,0.51782,0.016116,0.18002,0.018122,-6.529169957,0.015491,0.00062483,1.60E-09,3.38E-09,0.51782,0.16087,0.00092956,1.86E-19,0.0060938,0.16955,0.010473,4.77E-07,7.29E-08,-6.2811
0.22209,0.30928,0.071799,0.0435,0.071705,-7.791309446,0.055656,0.016143,4.07E-08,1.29E-08,0.30928,0.21422,0.0078733,1.73E-18,0.034588,0.030398,0.013101,5.61E-07,7.42E-08,-7.1007
0.35479,0.93619,0.21216,0.22482,0.14629,-5.807095957,0.1776,0.034568,1.04E-08,2.95E-07,0.93619,0.3427,0.012093,2.27E-19,0.04462,0.16981,0.055004,3.55E-07,5.34E-07,-6.0883
0.56926,0.70044,0.1511,0.1403,0.2258,-7.267938152,0.10644,0.044652,2.63E-08,9.30E-08,0.70044,0.53135,0.037914,1.49E-18,0.086463,0.083522,0.056772,6.72E-07,2.90E-07,-6.7021
0.4237,1.478,0.24525,0.37297,0.091051,-9.220760006,0.22766,0.017585,2.41E-07,7.62E-09,1.478,0.41703,0.006676,4.88E-18,0.021633,0.3278,0.045156,1.63E-05,9.38E-09,-7.3712
0.2562,0.36698,0.063318,0.075918,0.083844,-5.141266231,0.049294,0.014024,9.18E-10,4.31E-07,0.36698,0.24681,0.0093891,5.11E-20,0.037673,0.053163,0.022755,2.57E-08,2.87E-06,-5.5207
1.4107,0.46981,0.17554,0.01242,0.65841,-7.04905359,0.08077,0.094769,5.53E-08,6.63E-08,0.46981,1.1508,0.2599,8.85E-18,0.29545,0.0041273,0.0082921,1.13E-07,2.51E-07,-7.1714
0.34641,0.69696,0.27005,0.040714,0.13549,-7.512634505,0.21361,0.056445,9.20E-08,6.84E-08,0.69696,0.33184,0.014575,1.62E-18,0.052338,0.028582,0.012131,3.89E-07,1.07E-07,-6.9371
0.42056,1.0374,0.19816,0.31227,0.20199,-9.459361805,0.16047,0.037688,5.15E-07,5.72E-09,1.0374,0.40269,0.017869,1.45E-17,0.057475,0.22328,0.088963,2.76E-05,1.11E-08,-7.8364
0.60742,0.63343,0.18744,0.076086,0.25053,-8.668570721,0.12392,0.063523,3.27E-07,1.24E-08,0.63343,0.55907,0.048352,1.68E-17,0.10419,0.04162,0.034462,3.54E-06,3.34E-08,-7.7292
0.18257,0.56385,0.10145,0.11782,0.028634,-7.353384702,0.095374,0.0060762,1.79E-08,1.78E-08,0.56385,0.18086,0.0017096,3.83E-19,0.010279,0.10725,0.01057,5.64E-07,6.28E-08,-6.5492
0.96601,0.50366,0.13233,0.058492,0.422,-7.805687523,0.070027,0.062303,5.35E-08,4.12E-08,0.50366,0.83525,0.13077,7.23E-18,0.1942,0.023762,0.034729,6.20E-07,1.92E-07,-7.2
0.8428,1.1361,0.0024756,0.32441,0.18025,-8.968219554,0.002016,0.00045964,2.08E-09,2.17E-10,1.1361,0.80828,0.034521,9.38E-18,0.055057,0.23419,0.090208,9.13E-06,3.38E-08,-7.3439
0.078115,0.28438,0.028311,0.07664,0.0018178,-8.621426432,0.028104,0.00020648,5.68E-08,6.17E-11,0.28438,0.078049,6.64E-05,1.70E-18,0.00073225,0.075823,0.00081266,3.71E-06,6.70E-10,-7.5177
