Na,Cl,Ca,Mg,S(6),pH,m_Ca+2,m_CaSO4,m_CaOH+,m_CaHSO4+,m_Cl-,m_Na+,m_NaSO4-,m_NaOH,m_SO4-2,m_Mg+2,m_MgSO4,m_MgOH+,m_HSO4-,la_H+
0.27697,0.092786,0.0052399,0.012051,0.10938,-8.858122115,0.0028717,0.0023682,5.58E-08,7.45E-11,0.092786,0.25354,0.023429,5.27E-17,0.077023,0.0054867,0.0065616,2.55E-06,7.76E-09,-8.4917
0.57187,1.332,0.27508,0.28841,0.18342,-5.015431016,0.23231,0.042762,2.55E-09,1.82E-06,1.332,0.55138,0.020489,6.73E-20,0.049703,0.21795,0.070465,1.05E-07,2.27E-06,-5.3832
0.65199,0.9343,0.18234,0.15085,0.19203,-6.250523028,0.14065,0.041689,1.77E-08,1.65E-07,0.9343,0.61888,0.033112,8.80E-19,0.067467,0.10109,0.049763,4.52E-07,3.79E-07,-6.4217
0.62653,1.1019,0.2206,0.32863,0.31156,-9.002317832,0.16337,0.057224,1.88E-07,2.37E-08,1.1019,0.58636,0.040167,7.54E-18,0.090328,0.20479,0.12384,9.69E-06,4.37E-08,-7.3978
0.59905,1.0053,0.22821,0.21892,0.24402,-5.814015715,0.17286,0.055349,1.24E-08,3.77E-07,1.0053,0.56504,0.034005,4.55E-19,0.077727,0.14199,0.076934,3.87E-07,6.83E-07,-6.1842
0.60149,1.2985,0.43505,0.17165,0.25818,-9.112180359,0.34093,0.09412,7.55E-07,1.97E-08,1.2985,0.56941,0.032081,1.40E-17,0.075695,0.11535,0.056283,1.16E-05,1.65E-08,-7.6904
0.74911,0.89705,0.04342,0.37851,0.34796,-9.044586613,0.029708,0.013712,4.04E-08,4.94E-09,0.89705,0.69003,0.05908,1.06E-17,0.10976,0.2131,0.1654,1.08E-05,5.26E-08,-7.4622
0.51718,1.0108,0.03969,0.3063,0.099174,-8.996345236,0.035167,0.004523,3.82E-08,2.08E-09,1.0108,0.50549,0.011695,6.22E-18,0.029111,0.25245,0.053844,9.70E-06,1.91E-08,-7.3575
0.16627,0.37072,0.082493,0.037161,0.017427,-6.641982569,0.077455,0.0050384,1.62E-08,1.41E-08,0.37072,0.16491,0.001359,3.80E-19,0.007754,0.033886,0.0032751,1.79E-07,5.83E-08,-6.5567
0.64269,1.3267,0.14262,0.2723,0.072897,-9.630302584,0.13221,0.010408,5.55E-07,1.18E-09,1.3267,0.63297,0.0097217,2.98E-17,0.020229,0.23972,0.032538,4.13E-05,2.69E-09,-7.9609
0.16775,0.69037,0.20743,0.055779,0.0019017,-7.160569735,0.20665,0.00078422,4.08E-08,2.13E-09,0.69037,0.16765,0.00010038,3.75E-19,0.00068522,0.055447,0.00033183,3.26E-07,3.47E-09,-6.5855
0.58045,0.51586,0.077707,0.092963,0.20296,-8.596596587,0.051327,0.02638,1.10E-07,6.57E-09,0.51586,0.53717,0.043281,1.31E-17,0.091736,0.051393,0.041566,3.26E-06,4.31E-08,-7.6229
0.063532,0.34939,0.096124,0.055694,0.0088915,-5.941684032,0.093356,0.002768,6.22E-09,2.43E-08,0.34939,0.063294,0.00023779,4.64E-20,0.0035355,0.053344,0.0023501,8.96E-08,8.35E-08,-6.0593
0.47251,1.4036,0.31819,0.22921,0.081853,-5.227180172,0.2944,0.023784,4.09E-09,7.96E-07,1.4036,0.4649,0.0076091,7.19E-20,0.021925,0.20067,0.028534,1.24E-07,7.82E-07,-5.4865
0.21713,0.23477,0.026654,0.054188,0.072021,-6.435530634,0.019574,0.0070794,4.76E-09,1.75E-08,0.23477,0.20826,0.0088705,5.49E-19,0.037315,0.035432,0.018756,2.10E-07,2.75E-07,-6.6029
0.3403,0.40591,0.029889,0.043445,0.040528,-7.540736654,0.025636,0.0042525,1.20E-08,5.27E-09,0.40591,0.33316,0.0071354,1.72E-18,0.02052,0.034825,0.0086198,4.14E-07,6.65E-08,-6.9114
0.92883,0.85665,0.079804,0.020166,0.13606,-7.091774561,0.060819,0.018985,2.54E-08,2.33E-08,0.85665,0.88224,0.046584,4.18E-18,0.063728,0.013402,0.006764,1.81E-07,1.28E-07,-6.9313
0.67927,0.88031,0.16605,0.23112,0.29664,-5.545826143,0.11615,0.049893,5.84E-09,4.90E-07,0.88031,0.62962,0.049643,3.57E-19,0.10045,0.13446,0.096654,2.47E-07,1.35E-06,-6.027
0.14751,0.12369,0.019453,0.026291,0.057657,-8.856753077,0.013349,0.0061036,1.62E-07,3.19E-10,0.12369,0.141,0.0065152,1.78E-17,0.034664,0.015913,0.010374,4.48E-06,6.66E-09,-8.2581
0.53915,0.59672,0.03196,0.21722,0.2204,-7.21984236,0.022129,0.009831,4.46E-09,2.57E-08,0.59672,0.5029,0.036248,1.15E-18,0.084325,0.12723,0.089993,7.87E-07,3.90E-07,-6.6029
0.14854,0.25433,0.090833,0.017617,0.055556,-8.214689797,0.072103,0.01873,1.91E-07,4.22E-09,0.25433,0.14408,0.0044651,4.16E-18,0.027499,0.012754,0.0048617,8.30E-07,1.82E-08,-7.6443
0.32472,0.30874,0.059774,0.053327,0.1211,-6.381667529,0.040765,0.01901,1.03E-08,4.30E-08,0.30874,0.30576,0.018969,8.62E-19,0.061146,0.031356,0.021971,2.06E-07,3.45E-07,-6.6537
0.20469,0.71115,0.15123,0.14824,0.046233,-8.488879142,0.1399,0.011329,1.01E-07,8.32E-09,0.71115,0.20204,0.0026506,1.65E-18,0.015332,0.13131,0.016922,2.90E-06,2.00E-08,-7.1541
0.15219,0.67849,0.18242,0.13389,0.053167,-7.653177245,0.1667,0.015725,3.58E-08,3.89E-08,0.67849,0.14991,0.0022802,3.65E-19,0.017711,0.11644,0.017451,7.61E-07,7.85E-08,-6.6264
0.16464,0.25844,0.01326,0.07595,0.042311,-7.080860227,0.011085,0.0021754,3.04E-09,4.78E-09,0.25844,0.16098,0.0036579,4.77E-19,0.019573,0.059045,0.016905,3.93E-07,1.32E-07,-6.651
0.59371,0.8997,0.28895,0.06871,0.20467,-8.55805681,0.21732,0.071633,3.75E-07,2.07E-08,0.8997,0.5603,0.033412,1.09E-17,0.0753,0.044384,0.024323,2.73E-06,3.06E-08,-7.5595
0.40739,0.55977,0.14123,0.096633,0.16168,-7.143845846,0.10325,0.037981,2.88E-08,7.29E-08,0.55977,0.38512,0.022268,1.22E-18,0.065977,0.061184,0.035449,5.06E-07,2.38E-07,-6.7359
0.74954,1.2337,0.057993,0.27247,0.088383,-8.457836711,0.052393,0.0055994,1.77E-08,8.02E-09,1.2337,0.73471,0.01483,2.80E-18,0.026141,0.23066,0.041813,3.00E-06,4.77E-08,-6.8618
0.45355,1.3775,0.23997,0.32711,0.10511,-8.627338453,0.2185,0.021469,7.64E-08,2.86E-08,1.3775,0.44471,0.0088395,1.73E-18,0.02661,0.27891,0.048193,4.33E-06,3.79E-08,-6.8865
0.95947,0.93387,0.073469,0.23432,0.32059,-8.382814386,0.049693,0.023775,2.57E-08,2.24E-08,0.93387,0.88117,0.078304,5.15E-18,0.114,0.12981,0.1045,2.51E-06,1.43E-07,-7.044
0.79552,0.87917,0.35796,0.073732,0.38987,-6.566706385,0.22687,0.1311,6.12E-08,2.35E-07,0.87917,0.71661,0.078908,2.17E-18,0.14329,0.037155,0.036577,3.92E-07,3.20E-07,-6.7638
0.075209,0.35287,0.056811,0.097627,0.015608,-9.441770843,0.054167,0.0026435,5.79E-07,1.44E-10,0.35287,0.074744,0.00046512,8.81E-18,0.0058913,0.090995,0.0066077,2.46E-05,8.57E-10,-8.2664
0.73394,1.1517,0.11869,0.4157,0.3255,-6.114582679,0.087991,0.030701,6.82E-09,1.87E-07,1.1517,0.68674,0.047202,5.95E-19,0.090946,0.25905,0.15665,8.40E-07,6.36E-07,-6.2294
0.36769,1.5726,0.45185,0.28637,0.13576,-5.128719634,0.40625,0.045594,5.08E-09,1.63E-06,1.5726,0.35905,0.0086454,4.92E-20,0.032903,0.23775,0.048616,1.53E-07,1.07E-06,-5.4494
0.56314,0.8086,0.061672,0.21763,0.15657,-5.514769813,0.04883,0.012842,1.77E-09,1.82E-07,0.8086,0.53896,0.024179,2.21E-19,0.054471,0.15255,0.065079,1.80E-07,1.24E-06,-5.8687
0.26383,1.4589,0.49717,0.11807,0.017683,-9.388163999,0.48873,0.0084317,1.95E-06,9.73E-10,1.4589,0.26289,0.00093565,1.16E-17,0.0048016,0.11453,0.0035143,2.13E-05,5.61E-10,-7.9468
0.048701,0.25722,0.073123,0.03559,0.0044517,-6.308357535,0.071694,0.0014288,9.70E-09,6.43E-09,0.25722,0.048591,0.00010994,7.06E-20,0.0019109,0.034588,0.001002,1.12E-07,2.71E-08,-6.3375
0.46531,0.70483,0.27517,0.018625,0.17403,-6.174941231,0.20419,0.070972,3.99E-08,1.88E-07,0.70483,0.43954,0.025765,9.73E-19,0.070593,0.011929,0.0066959,7.49E-08,3.07E-07,-6.5971
0.086177,0.20894,0.046025,0.034126,0.018771,-7.498797398,0.041631,0.0043947,2.11E-08,5.39E-09,0.20894,0.085218,0.00095911,4.57E-19,0.0089197,0.029629,0.0044974,3.55E-07,3.74E-08,-6.8952
0.77669,0.49735,0.034291,0.17768,0.35164,-9.274613315,0.019534,0.014757,1.28E-07,1.17E-09,0.49735,0.68935,0.087347,5.11E-17,0.15199,0.080117,0.097542,1.67E-05,2.00E-08,-8.1217
0.21317,0.51093,0.051901,0.12289,0.025912,-5.59102867,0.048727,0.0031741,1.57E-09,5.52E-08,0.51093,0.21122,0.0019523,7.62E-20,0.0096644,0.11177,0.011121,9.73E-08,3.78E-07,-5.7728
1.2765,0.58898,0.043927,0.059073,0.44674,-7.768461102,0.023024,0.020903,1.64E-08,1.45E-08,0.58898,1.0955,0.18096,8.82E-18,0.20932,0.023505,0.035567,6.03E-07,2.02E-07,-7.1777
0.35367,0.79114,0.18776,0.12716,0.096189,-7.050554685,0.16126,0.026503,2.80E-08,7.90E-08,0.79114,0.34412,0.00955,6.78E-19,0.033453,0.10048,0.026683,5.62E-07,1.63E-07,-6.5462
0.16305,0.66922,0.28207,0.039662,0.068654,-6.672813319,0.24895,0.033118,5.36E-08,8.14E-08,0.66922,0.15962,0.0034387,3.90E-19,0.025169,0.032734,0.0069286,2.16E-07,1.10E-07,-6.6293
0.30724,0.55298,0.1422,0.061555,0.080887,-6.72481169,0.11832,0.023879,2.67E-08,5.78E-08,0.55298,0.29821,0.0090363,7.60E-19,0.033288,0.046871,0.014684,3.00E-07,1.65E-07,-6.633
0.10528,0.12555,0.039384,0.01146,0.040706,-7.694835317,0.029465,0.009919,4.13E-08,4.54E-09,0.12555,0.10193,0.0033463,1.47E-18,0.023737,0.007756,0.0037033,2.51E-07,4.18E-08,-7.3112
0.47709,0.75156,0.10136,0.25824,0.22237,-7.59734098,0.074971,0.026394,1.42E-08,7.15E-08,0.75156,0.44974,0.027345,9.63E-19,0.074465,0.16408,0.094163,1.03E-06,3.14E-07,-6.5881
0.17864,0.22859,0.047429,0.038548,0.060998,-7.67436332,0.036104,0.011325,2.57E-08,9.61E-09,0.22859,0.17237,0.0062628,1.32E-18,0.031307,0.026445,0.012103,4.56E-07,8.13E-08,-7.0645
0.40022,0.88647,0.22547,0.13359,0.11594,-6.453064501,0.19122,0.03425,2.51E-08,1.32E-07,0.88647,0.38799,0.012227,5.77E-19,0.039088,0.10322,0.030369,4.63E-07,2.26E-07,-6.4336
0.65885,0.79586,0.22925,0.033942,0.19469,-9.800019348,0.16702,0.062223,8.71E-06,6.07E-10,0.79586,0.61881,0.040049,3.66E-16,0.079588,0.021075,0.01283,3.68E-05,1.20E-09,-9.0313
0.072795,0.17811,0.035276,0.047672,0.030289,-6.604675519,0.030024,0.0052511,7.29E-09,1.36E-08,0.17811,0.071489,0.001306,1.82E-19,0.014177,0.038118,0.0095543,2.17E-07,1.29E-07,-6.5686
0.74901,1.1034,0.19528,0.29977,0.31784,-8.465767305,0.14209,0.053184,5.87E-08,6.12E-08,1.1034,0.69805,0.050958,3.23E-18,0.09613,0.1822,0.11757,3.08E-06,1.30E-07,-6.954
0.69367,0.94868,0.18904,0.20206,0.2636,-8.333568202,0.1375,0.051536,6.67E-08,5.21E-08,0.94868,0.64864,0.045036,3.55E-18,0.088938,0.12397,0.078088,2.23E-06,1.20E-07,-7.0137
0.17704,0.22767,0.014754,0.072352,0.061793,-7.955984949,0.011308,0.0034459,8.38E-09,2.81E-09,0.22767,0.17104,0.0060047,1.37E-18,0.03009,0.050099,0.022252,8.97E-07,7.58E-08,-7.0806
0.19517,0.45978,0.028933,0.14064,0.037269,-6.306847788,0.02635,0.0025836,2.84E-09,1.35E-08,0.45978,0.19256,0.0026119,2.32E-19,0.01386,0.12242,0.018213,3.51E-07,1.70E-07,-6.2921
0.33508,1.4121,0.32088,0.37432,0.15672,-9.756936141,0.28301,0.037872,1.10E-06,4.46E-09,1.4121,0.32601,0.0090622,1.40E-17,0.037595,0.30208,0.072191,5.55E-05,4.40E-09,-7.9368
0.59367,0.53938,0.050898,0.14513,0.22317,-9.22398983,0.033537,0.017361,2.06E-07,1.50E-09,0.53938,0.54842,0.045254,3.83E-17,0.095215,0.079771,0.065346,1.48E-05,1.50E-08,-8.0838
0.33289,0.70871,0.25087,0.072078,0.13504,-7.985851601,0.20036,0.050503,1.12E-07,4.71E-08,0.70871,0.31945,0.013442,2.02E-18,0.050298,0.051282,0.020795,9.10E-07,7.85E-08,-7.0507
0.37399,1.6169,0.34733,0.32423,0.050126,-7.624008781,0.33398,0.013356,2.70E-08,7.42E-08,1.6169,0.37083,0.0031659,3.29E-19,0.011649,0.30228,0.021955,1.24E-06,5.95E-08,-6.2587
0.21304,0.30749,0.051219,0.069016,0.073012,-8.987975664,0.039882,0.011337,2.57E-07,1.03E-09,0.30749,0.20565,0.0073957,1.46E-17,0.033792,0.04852,0.020487,7.88E-06,8.26E-09,-8.0452
0.42997,1.2939,0.24587,0.26289,0.076812,-9.529808523,0.22788,0.01799,7.62E-07,2.55E-09,1.2939,0.42338,0.0065875,1.58E-17,0.020592,0.23122,0.031643,3.24E-05,3.35E-09,-7.8625
0.65602,0.81314,0.1816,0.076364,0.1794,-8.73320304,0.13606,0.045537,3.52E-07,8.97E-09,0.81314,0.62012,0.035904,1.82E-17,0.070995,0.049393,0.026967,4.26E-06,2.17E-08,-7.7265
0.32842,0.33563,0.062853,0.052602,0.11185,-9.039238526,0.044333,0.01852,4.21E-07,1.12E-09,0.33563,0.311,0.017419,3.28E-17,0.055606,0.032288,0.020306,7.97E-06,8.26E-09,-8.2286
0.2528,0.97392,0.2225,0.26249,0.12442,-5.335281955,0.1933,0.02919,4.15E-09,6.75E-07,0.97392,0.24597,0.0068302,5.96E-20,0.035416,0.2095,0.052986,1.65E-07,1.11E-06,-5.6553
0.54433,1.0721,0.15036,0.29763,0.1841,-5.045227437,0.1231,0.027257,1.49E-09,1.09E-06,1.0721,0.52254,0.021783,7.14E-20,0.053891,0.21646,0.08117,1.00E-07,2.78E-06,-5.4144
0.12722,0.09297,0.026584,0.019668,0.063379,-9.330082037,0.017242,0.009341,7.67E-07,1.34E-10,0.09297,0.12078,0.0064493,5.55E-17,0.03904,0.011108,0.0085485,1.14E-05,2.13E-09,-8.8157
0.5061,0.41778,0.0043622,0.17245,0.22097,-5.117863647,0.0027608,0.0016013,6.35E-11,3.79E-08,0.41778,0.46532,0.040781,1.21E-19,0.096795,0.09066,0.081785,5.94E-08,4.63E-06,-5.6431
0.78119,0.48159,0.10488,0.1253,0.37999,-8.24766706,0.057935,0.046946,5.41E-08,2.59E-08,0.48159,0.6865,0.094688,7.27E-18,0.16721,0.054164,0.071138,1.65E-06,1.48E-07,-7.2795
0.58328,0.38581,0.020818,0.14888,0.26844,-8.385160069,0.012163,0.0086552,1.35E-08,4.22E-09,0.38581,0.52554,0.057747,6.57E-18,0.12357,0.070414,0.078466,2.27E-06,1.17E-07,-7.3304
0.14206,0.75155,0.13787,0.17254,0.0056609,-8.665613672,0.13663,0.0012385,1.13E-07,7.86E-10,0.75155,0.14185,0.00021057,1.34E-18,0.0017491,0.17007,0.0024627,4.38E-06,1.93E-09,-7.2176
0.65117,1.0086,0.20522,0.20859,0.23509,-6.629831815,0.1558,0.049419,2.17E-08,1.73E-07,1.0086,0.6147,0.036477,9.66E-19,0.076443,0.13584,0.072752,7.16E-07,3.49E-07,-6.4737
0.31317,0.51391,0.12401,0.080526,0.10416,-6.537900827,0.098093,0.025914,1.98E-08,7.05E-08,0.51391,0.3013,0.011866,6.84E-19,0.042997,0.057142,0.023384,3.24E-07,2.42E-07,-6.5816
0.63599,0.96893,0.18669,0.14118,0.16139,-8.096068761,0.14973,0.036953,5.77E-08,4.77E-08,0.96893,0.60885,0.027143,2.66E-18,0.056244,0.10012,0.041053,1.37E-06,1.03E-07,-6.9086
0.053123,0.46704,0.088404,0.12131,0.0027546,-5.216623358,0.087832,0.00057183,1.06E-09,2.66E-08,0.46704,0.053075,4.84E-05,7.20E-21,0.00094362,0.12012,0.0011906,3.90E-08,1.01E-07,-5.3442
0.76576,0.53945,0.14096,0.078557,0.33267,-9.98363606,0.08199,0.058967,4.99E-06,4.99E-10,0.53945,0.68234,0.083414,4.71E-16,0.14806,0.036251,0.042234,7.18E-05,2.02E-09,-9.0936
1.1027,0.68029,0.077726,0.14395,0.43289,-7.648814806,0.043748,0.033978,1.60E-08,4.58E-08,0.68029,0.9656,0.13713,3.99E-18,0.1805,0.062657,0.081293,8.33E-07,3.35E-07,-6.8894
1.0413,0.86801,0.14982,0.065161,0.30163,-8.431427439,0.09743,0.052393,1.61E-07,1.56E-08,0.86801,0.94802,0.093281,1.77E-17,0.12512,0.03432,0.030839,2.06E-06,5.13E-08,-7.5445
0.15798,0.92958,0.06804,0.32421,0.0064508,-7.984048029,0.067523,0.00051767,8.78E-09,2.02E-09,0.92958,0.15776,0.00021349,2.32E-19,0.001682,0.32018,0.0040376,1.43E-06,9.78E-09,-6.4286
0.31081,0.48806,0.091999,0.1092,0.11257,-6.850813581,0.071465,0.020534,1.57E-08,5.15E-08,0.48806,0.29817,0.012636,7.37E-19,0.045843,0.075639,0.033559,4.63E-07,2.42E-07,-6.6162
0.57463,0.83424,0.27375,0.11928,0.26323,-9.251649738,0.19366,0.080091,1.14E-06,6.79E-09,0.83424,0.53462,0.040013,3.56E-17,0.094529,0.070668,0.048595,1.48E-05,1.13E-08,-8.0916
0.46048,0.74945,0.18987,0.11527,0.16065,-8.744942905,0.14714,0.042729,2.76E-07,1.17E-08,0.74945,0.43888,0.021599,9.35E-18,0.059477,0.078417,0.036846,4.77E-06,2.65E-08,-7.5816
0.24973,0.18843,0.05586,0.0042888,0.090797,-5.572547038,0.036405,0.019455,2.55E-09,1.67E-07,0.18843,0.23499,0.014734,1.78E-19,0.054725,0.0024072,0.0018815,4.11E-09,1.41E-06,-6.0619
0.16612,0.25613,1.08E-05,0.074752,0.029757,-8.624670637,9.44E-06,1.39E-06,2.37E-11,3.38E-13,0.25613,0.16341,0.0027082,4.39E-18,0.013902,0.061603,0.013145,3.70E-06,1.07E-08,-7.6039
0.060798,0.30439,0.082839,0.058241,0.019287,-8.233862206,0.07739,0.005449,8.52E-08,2.94E-09,0.30439,0.060279,0.00051939,7.25E-19,0.0078393,0.052761,0.0054791,1.44E-06,1.19E-08,-7.2681
0.43241,0.73125,0.13578,0.14114,0.1275,-7.969747344,0.10983,0.025943,3.84E-08,3.88E-08,0.73125,0.41613,0.01628,1.65E-18,0.046492,0.10236,0.038782,1.12E-06,1.18E-07,-6.8459
0.16937,0.15774,0.042684,0.015011,0.06351,-7.705242947,0.02978,0.012904,3.86E-08,6.18E-09,0.15774,0.16182,0.0075443,2.22E-18,0.037294,0.0092429,0.0057676,2.83E-07,6.04E-08,-7.3046
0.46929,1.1339,0.30465,0.19905,0.17139,-6.966812247,0.25332,0.051338,3.37E-08,1.85E-07,1.1339,0.45166,0.017637,6.75E-19,0.05111,0.14775,0.0513,7.87E-07,2.24E-07,-6.4586
0.34459,0.39433,0.11988,0.012816,0.10783,-9.554701913,0.087291,0.032588,5.28E-06,3.03E-10,0.39433,0.32755,0.017048,2.22E-16,0.053562,0.0081672,0.0046355,1.32E-05,1.16E-09,-9.0427
0.64818,0.56972,0.17078,0.041644,0.25165,-8.971647313,0.10841,0.062369,9.11E-07,3.87E-09,0.56972,0.59186,0.056324,5.64E-17,0.11298,0.02166,0.019979,5.71E-06,1.20E-08,-8.2273
0.30768,1.0075,0.21524,0.17379,0.03913,-6.935761197,0.2046,0.010635,2.25E-08,4.84E-08,1.0075,0.30482,0.0028593,3.79E-19,0.011826,0.15998,0.01381,6.25E-07,7.63E-08,-6.3616
0.26122,0.62387,0.098926,0.1744,0.092005,-9.068831107,0.084014,0.014912,2.25E-07,2.98E-09,0.62387,0.25412,0.0070964,7.71E-18,0.031887,0.13628,0.038109,1.08E-05,1.20E-08,-7.7178
0.17413,0.48762,0.14252,0.035309,0.02109,-6.698612251,0.1345,0.0080228,2.81E-08,2.16E-08,0.48762,0.17269,0.0014467,4.04E-19,0.0086797,0.032368,0.002941,1.81E-07,5.35E-08,-6.5822
0.6542,0.46434,0.091787,0.048273,0.23499,-5.815258908,0.055983,0.035804,6.84E-09,1.56E-07,0.46434,0.59434,0.059861,8.23E-19,0.11509,0.024041,0.024232,8.72E-08,9.42E-07,-6.3788
0.13778,0.13627,0.024376,0.020701,0.045831,-9.876144824,0.017809,0.0065644,2.49E-06,2.99E-11,0.13627,0.13289,0.0048907,1.92E-16,0.027267,0.013549,0.0071082,4.38E-05,4.64E-10,-9.3162
0.17129,0.95813,0.20927,0.2662,0.082058,-6.255718718,0.19052,0.018759,1.43E-08,1.25E-07,0.95813,0.16828,0.0030176,1.43E-19,0.022738,0.22866,0.037543,6.20E-07,2.10E-07,-6.1973
0.2783,0.22352,0.069231,0.0077848,0.10441,-7.517901937,0.045267,0.023965,5.09E-08,1.26E-08,0.22352,0.26123,0.017071,3.21E-18,0.059954,0.0043679,0.0034168,1.22E-07,8.80E-08,-7.2802
0.14192,1.103,0.28965,0.23135,0.040482,-7.976944737,0.27739,0.012259,4.42E-08,3.76E-08,1.103,0.14074,0.0011796,2.52E-19,0.010879,0.21519,0.016164,1.33E-06,4.21E-08,-6.5307
0.49726,0.96953,0.31219,0.017803,0.093856,-6.76608011,0.27021,0.041981,7.24E-08,7.86E-08,0.96953,0.48383,0.013436,1.47E-18,0.0348,0.014164,0.0036391,1.33E-07,9.43E-08,-6.7477
0.19063,0.86045,0.10303,0.27215,0.040263,-7.674449693,0.097779,0.0052469,1.21E-08,2.17E-08,0.86045,0.18888,0.0017519,2.65E-19,0.011366,0.25025,0.021898,1.03E-06,7.33E-08,-6.4035
0.39552,0.52997,0.11747,0.086629,0.13687,-5.327083831,0.08771,0.029758,2.71E-09,5.22E-07,0.52997,0.37605,0.01947,1.31E-19,0.057659,0.056646,0.029983,5.04E-08,2.01E-06,-5.7741
0.21566,0.30835,0.053915,0.063115,0.070687,-5.66836306,0.042144,0.011771,2.56E-09,1.14E-07,0.30835,0.20832,0.0073459,1.39E-19,0.033068,0.044614,0.018501,6.81E-08,8.63E-07,-6.0181
0.79842,1.1208,0.24463,0.18583,0.26927,-9.15545782,0.18195,0.062679,5.02E-07,1.09E-08,1.1208,0.74848,0.049942,2.31E-17,0.087567,0.11674,0.069079,1.30E-05,1.82E-08,-7.7774
0.27309,0.7282,0.15797,0.12722,0.057637,-8.700723266,0.14302,0.01495,1.92E-07,5.87E-09,0.7282,0.26852,0.0045681,4.09E-18,0.019951,0.10904,0.018168,4.51E-06,1.38E-08,-7.426
0.10755,0.13539,0.022692,0.024107,0.03288,-7.470043417,0.017859,0.004833,1.29E-08,4.31E-09,0.13539,0.10482,0.0027342,7.78E-19,0.018634,0.017428,0.0066786,2.90E-07,6.48E-08,-7.0205
0.46563,1.0567,0.15342,0.23516,0.093044,-6.974810647,0.13712,0.016293,1.49E-08,7.44E-08,1.0567,0.45569,0.0099417,5.58E-19,0.0278,0.19615,0.039008,7.77E-07,1.73E-07,-6.3597
0.41693,0.60548,0.041698,0.059173,0.0065964,-9.090122899,0.0409,0.00079809,2.68E-07,6.77E-11,0.60548,0.41577,0.0011576,3.06E-17,0.0029258,0.057447,0.0017149,1.02E-05,5.53E-10,-8.0851
0.10395,0.32796,0.059982,0.076113,0.024095,-6.5795682,0.05528,0.0047028,9.34E-09,1.64E-08,0.32796,0.10287,0.0010891,1.91E-19,0.0097911,0.067601,0.0085121,2.85E-07,9.43E-08,-6.4587
0.16361,0.27745,0.069952,0.030967,0.044,-9.521015605,0.058223,0.011727,2.18E-06,1.87E-10,0.27745,0.15977,0.0038433,6.50E-17,0.021369,0.023884,0.0070606,2.19E-05,1.00E-09,-8.7937
0.58383,0.69834,0.14088,0.081987,0.16561,-6.675382602,0.10453,0.036356,2.39E-08,8.31E-08,0.69834,0.5521,0.031731,1.43E-18,0.068181,0.052642,0.029345,3.77E-07,2.66E-07,-6.6617
0.13787,0.21394,0.00089606,0.079562,0.042423,-9.460298318,0.00073451,0.00016154,1.29E-08,5.67E-12,0.21394,0.13461,0.0032584,2.51E-17,0.019816,0.06035,0.019187,2.52E-05,2.28E-09,-8.4418
0.299,0.40863,0.003454,0.13269,0.081327,-8.845046865,0.002761,0.00069298,7.00E-09,1.55E-10,0.40863,0.28913,0.0098631,8.17E-18,0.034297,0.096207,0.036473,6.40E-06,1.86E-08,-7.6588
0.072823,0.14012,0.047222,0.018494,0.03207,-9.286755968,0.038261,0.00896,1.31E-06,1.67E-10,0.14012,0.071181,0.0016421,2.52E-17,0.016855,0.013869,0.0046136,1.10E-05,1.19E-09,-8.7026
0.53582,0.38578,0.041887,0.064814,0.18172,-5.992622111,0.02634,0.015546,4.12E-09,5.48E-08,0.38578,0.49323,0.042581,8.68E-19,0.092726,0.033949,0.030866,1.47E-07,6.99E-07,-6.4677
0.42136,1.2509,0.34091,0.1388,0.064969,-8.067029117,0.3171,0.023805,8.32E-08,4.34E-08,1.2509,0.4153,0.0060658,1.22E-18,0.01921,0.12292,0.015887,1.31E-06,4.15E-08,-6.7544
0.16255,0.54615,0.16996,0.031847,0.010005,-7.591401508,0.16573,0.0042304,6.98E-08,5.57E-09,0.54615,0.16195,0.00060146,7.67E-19,0.0039703,0.030643,0.0012031,3.56E-07,1.13E-08,-6.8952
0.75105,1.237,0.27922,0.31295,0.3492,-8.897062032,0.20437,0.074849,1.83E-07,3.87E-08,1.237,0.69909,0.051966,6.97E-18,0.099651,0.19021,0.12274,7.62E-06,5.46E-08,-7.2979
0.2264,0.18491,0.026376,0.035216,0.082336,-8.812295739,0.017753,0.0086222,1.54E-07,6.04E-10,0.18491,0.21449,0.011909,2.00E-17,0.047222,0.02063,0.014582,4.30E-06,1.03E-08,-8.1462
0.088504,0.24793,0.025896,0.062909,0.0090898,-7.324451354,0.024829,0.0010666,7.10E-09,2.29E-09,0.24793,0.088085,0.00041921,2.69E-19,0.0039218,0.059226,0.0036822,4.04E-07,2.74E-08,-6.6564
0.39308,0.8335,0.044473,0.25821,0.082474,-7.902409183,0.039509,0.0049639,7.04E-09,1.44E-08,0.8335,0.38489,0.0081902,7.78E-19,0.025705,0.21459,0.043614,1.24E-06,1.21E-07,-6.5582
0.99005,1.0035,0.30003,0.071374,0.3647,-9.349868732,0.19614,0.10389,2.13E-06,4.56E-09,1.0035,0.89791,0.092138,1.09E-16,0.13468,0.037361,0.033996,1.64E-05,7.08E-09,-8.3733
0.21501,0.65715,0.22681,0.04888,0.054619,-8.037175442,0.20385,0.022958,1.42E-07,1.76E-08,0.65715,0.21124,0.0037711,1.67E-18,0.020508,0.041498,0.0073815,8.65E-07,2.91E-08,-7.1348
