official_n,test_type,latitude,longitude,x,y,geologic_unit,geologic_ID,cohesion,friction_angle,Vs30_Mean,slope_angle,aspect,elevation,flowline_curvature,general_curvature,plan_curvature,profile_curvature,total_curvature
G&AI_1360-1-10_P4,Direct Shear,34.164593,-118.822153,332043,3781906,Tsh,14,14.4,31,385.1,14.26067924,212.9923096,309.8717651,4.36549E-05,0.023521358,0.024855899,0.004955308,7.04524E-05
G&AI_1463-1-10_B1,Direct Shear,34.182389,-118.813423,332883,3783865,Tsh,14,36,35,385.1,20.72520065,263.3989563,378.8244934,-0.000180957,-0.013973586,0.005119171,-0.007301022,8.65802E-05
G&AI_1463-1-10_B10,Direct Shear,34.182379,-118.80864,333324,3783856,Tsh,14,14.4,31,385.1,17.0657444,86.2430954,367.9024353,2.97735E-05,0.024313612,0.008519643,0.008335715,9.80782E-05
G&AI_1463-1-10_B19,Direct Shear,34.179963,-118.813198,332899,3783596,Tsh,14,12,42,385.1,15.45204639,251.9721069,360.8725281,0.000203741,0.025225339,0.020405779,0.006242995,9.46456E-05
G&AI_1463-1-10_B20,Direct Shear,34.179811,-118.810981,333103,3783575,Tsh,14,14.4,42,385.1,31.72109222,244.1460266,395.0300293,-0.003639834,0.074343801,0.016959352,0.016426114,0.001003702
G&AI_1463-1-10_B21,Direct Shear,34.179784,-118.808665,333316,3783569,Tsh,14,24,39,385.1,14.56593704,54.31328201,368.3024597,0.000107948,-0.008343037,0.00293932,-0.004474543,3.00525E-05
G&AI_1463-1-10_B9,Direct Shear,34.182363,-118.811056,333101,3783859,Tsh,14,7.2,33,385.1,14.32572174,104.0231323,403.0447083,-0.000226344,-0.080938138,-0.117995329,-0.009401487,0.001038925
G&AI_1463-2-41_B1,Direct Shear,34.172286,-118.80798,333365,3782736,Tsh,14,24,45,385.1,22.43013954,99.83747101,378.6950684,-0.001021939,-0.019281093,-0.019158985,-0.001367881,0.000137487
G&AI_1562-1-12_B1,Direct Shear,34.159218,-118.842889,330120,3781344,Tss,15,57.6,43,468.4,19.55653,85.16608429,333.9613647,0.000716222,-0.02909117,-0.04597472,0.001494381,0.00033434
G&AI_1562-1-12_B1,Direct Shear,34.159218,-118.842889,330120,3781344,Tss,15,14.4,42,468.4,19.55653,85.16608429,333.9613647,0.000716222,-0.02909117,-0.04597472,0.001494381,0.00033434
G&AI_1562-1-12_B2,Direct Shear,34.159246,-118.842199,330184,3781346,Tss,15,38.4,33,468.4,22.88524246,1.401886463,319.7060547,-0.001173179,-0.00494108,0.013040971,-0.006236345,0.000180613
G&AI_1562-1-12_B3,Direct Shear,34.159254,-118.840956,330299,3781345,Qal3,8,60,30,351.9,2.520599842,204.2294464,301.9608765,0.0000121,-0.026516175,-0.122532263,-0.007841269,0.000168914
G&AI_1562-1-12_B7,Direct Shear,34.158066,-118.843402,330071,3781217,Tss,15,60,28,468.4,27.64711952,302.7227478,325.6253662,0.004739996,-0.084944129,-0.057536062,-0.008572286,0.001657249
G&AI_1562-1-12_B8,Direct Shear,34.15805,-118.84238,330165,3781214,Tss,15,24,21,468.4,19.78857231,168.8274994,346.9086914,6.16464E-05,0.04119458,0.01354146,0.013100599,0.000271471
G&AI_1562-1-12_B8,Direct Shear,34.15805,-118.84238,330165,3781214,Tss,15,28.8,18,468.4,19.78857231,168.8274994,346.9086914,6.16464E-05,0.04119458,0.01354146,0.013100599,0.000271471
G&AI_1562-1-12_P18,Direct Shear,34.158057,-118.841358,330259,3781213,Tss,15,48,15,468.4,23.59130669,124.7299118,324.2571106,-0.003033983,0.093377277,0.069526471,0.01256504,0.001694595
G&AI_1562-1-12_P26,Direct Shear,34.158063,-118.840557,330333,3781212,Qal3,8,12,32,351.9,4.533173084,82.82735443,298.5518799,-6.04408E-06,-0.018570267,-0.078196503,-0.003056513,4.98055E-05
G&AI_1589-1-10_B1,Direct Shear,34.192924,-118.801974,333959,3785015,Qoa,10,14.4,28,386.6,6.07692194,236.451889,400.9733276,-9.39076E-06,0.008045358,0.024321184,0.001409373,0.000010132
G&AI_1589-1-10_B1,Direct Shear,34.192924,-118.801974,333959,3785015,Qoa,10,48,20,386.6,6.07692194,236.451889,400.9733276,-9.39076E-06,0.008045358,0.024321184,0.001409373,0.000010132
G&AI_1589-1-10_B3,Direct Shear,34.193052,-118.801542,333999,3785028,Qoa,10,21.6,36,386.6,3.34896946,156.726944,403.1910706,1.49315E-05,-0.014035658,-0.036039058,-0.004883818,6.65731E-05
G&AI_1589-1-10_B3,Direct Shear,34.193052,-118.801542,333999,3785028,Qoa,10,19.2,22,386.6,3.34896946,156.726944,403.1910706,1.49315E-05,-0.014035658,-0.036039058,-0.004883818,6.65731E-05
G&AI_1589-1-10_B3,Direct Shear,34.193052,-118.801542,333999,3785028,Qoa,10,21.6,32,386.6,3.34896946,156.726944,403.1910706,1.49315E-05,-0.014035658,-0.036039058,-0.004883818,6.65731E-05
G&AI_1589-1-10_B3,Direct Shear,34.193052,-118.801542,333999,3785028,Qoa,10,14.4,30,386.6,3.34896946,156.726944,403.1910706,1.49315E-05,-0.014035658,-0.036039058,-0.004883818,6.65731E-05
G&AI_1590-1-10_B2,Direct Shear,34.198141,-118.815039,332765,3785615,Qoa,10,28.8,21,386.6,3.13259244,226.3585358,390.921051,-8.15836E-07,0.007460678,0.036559183,0.001721765,7.1429E-06
G&AI_1590-1-10_B2,Direct Shear,34.198141,-118.815039,332765,3785615,Qoa,10,14.4,28,386.6,3.13259244,226.3585358,390.921051,-8.15836E-07,0.007460678,0.036559183,0.001721765,7.1429E-06
G&AI_1590-1-10_B3,Direct Shear,34.197919,-118.815614,332711,3785591,Qoa,10,50.4,20,386.6,3.219587803,262.3941956,385.7161255,-3.20713E-06,0.008232909,0.026121924,0.00263454,1.12206E-05
G&AI_1590-1-10_B4,Direct Shear,34.197575,-118.814876,332779,3785552,Qoa,10,24,28,386.6,2.741153717,193.5712738,386.9776001,1.30307E-06,0.002878682,0.018411484,0.00055591,1.73448E-06
G&AI_1591-1-10_B1,Direct Shear,34.176002,-118.789709,335056,3783118,Qoa,10,48,24,386.6,3.665175676,68.68254089,338.2322693,6.15647E-07,-0.000160186,0.008478007,-0.000619351,7.28289E-07
G&AI_1591-1-10_B1,Direct Shear,34.176002,-118.789709,335056,3783118,Qoa,10,38.4,37,386.6,3.665175676,68.68254089,338.2322693,6.15647E-07,-0.000160186,0.008478007,-0.000619351,7.28289E-07
G&AI_1591-1-10_B3,Direct Shear,34.17623,-118.790816,334954,3783145,Qoa,10,19.2,44,386.6,4.233039856,41.32036591,342.284668,-1.33676E-05,-0.022628987,-0.028865544,-0.009103099,0.000100709
G&AI_1591-1-10_B3,Direct Shear,34.17623,-118.790816,334954,3783145,Qoa,10,57.6,22,386.6,4.233039856,41.32036591,342.284668,-1.33676E-05,-0.022628987,-0.028865544,-0.009103099,0.000100709
G&AI_1591-1-10_B5,Direct Shear,34.176009,-118.788605,335158,3783117,Qoa,10,38.4,42,386.6,3.801531076,53.64689636,333.4855957,-1.36497E-05,0.005403618,0.008758837,0.002105851,2.39477E-05
G&AI_1607-1-10_B1,Direct Shear,34.163221,-118.841784,330230,3781786,Tss,15,14.4,27.5,468.4,15.94952679,138.57901,328.166626,-0.001287915,0.012729472,0.018264594,0.001017664,0.00052584
G&AI_1607-1-10_B2,Direct Shear,34.16324,-118.841261,330279,3781788,Tss,15,43.2,17,468.4,20.07503891,152.987442,322.4455566,-0.000393153,0.036116008,0.004528672,0.013591204,0.000289128
G&AI_1607-1-10_B3,Direct Shear,34.163197,-118.840757,330325,3781782,Tss,15,33.6,19.5,468.4,19.90703201,126.819252,309.9384766,0.000339896,-0.0013182,0.020640207,-0.006760964,0.000135459
G&AI_1607-1-10_B4,Direct Shear,34.162617,-118.841647,330242,3781719,Tss,15,38.4,25,468.4,22.41637993,51.39588547,324.4369507,0.000727299,0.034839857,0.029539624,0.004135455,0.00021242
G&AI_1607-1-10_B5,Direct Shear,34.16262,-118.84118,330285,3781719,Tss,15,24,43,468.4,21.98290634,77.71762848,305.5266418,-0.000262515,0.004270968,0.023377942,-0.00582209,0.000147566
G&AI_1607-1-10_B5,Direct Shear,34.16262,-118.84118,330285,3781719,Tss,15,9.6,36,468.4,21.98290634,77.71762848,305.5266418,-0.000262515,0.004270968,0.023377942,-0.00582209,0.000147566
G&AI_1607-1-10_B5,Direct Shear,34.16262,-118.84118,330285,3781719,Tss,15,33.6,30,468.4,21.98290634,77.71762848,305.5266418,-0.000262515,0.004270968,0.023377942,-0.00582209,0.000147566
G&AI_1607-1-10_B5,Direct Shear,34.16262,-118.84118,330285,3781719,Tss,15,33.6,30,468.4,21.98290634,77.71762848,305.5266418,-0.000262515,0.004270968,0.023377942,-0.00582209,0.000147566
G&AI_1607-1-10_B5,Direct Shear,34.16262,-118.84118,330285,3781719,Tss,15,14.4,32,468.4,21.98290634,77.71762848,305.5266418,-0.000262515,0.004270968,0.023377942,-0.00582209,0.000147566
G&AI_1791-1-10_B3,Direct Shear,34.033385,-118.796774,334127,3767314,Qoa,10,16.8,38,386.6,1.256416798,197.9762115,142.7369843,1.5703E-07,0.004001988,-0.003228858,0.002070316,4.51055E-06
G&AI_1791-1-10_B3,Direct Shear,34.033385,-118.796774,334127,3767314,Qoa,10,7.2,41,386.6,1.256416798,197.9762115,142.7369843,1.5703E-07,0.004001988,-0.003228858,0.002070316,4.51055E-06
G&AI_1791-1-10_B3,Direct Shear,34.033385,-118.796774,334127,3767314,Qoa,10,16.8,38,386.6,1.256416798,197.9762115,142.7369843,1.5703E-07,0.004001988,-0.003228858,0.002070316,4.51055E-06
G&AI_18371_B12,Direct Shear,34.226468,-118.81762,332583,3788761,Tsh,14,6,45,385.1,11.37424469,338.3034058,422.269104,-0.000444378,0.126211464,0.050355177,0.049915452,0.003150218
G&AI_18371_B7,Direct Shear,34.222679,-118.827203,331693,3788356,Tsh,14,26.4,14,385.1,11.77222347,317.6472168,414.9937134,2.53382E-05,0.015925856,0.010303017,0.005456416,3.91138E-05
G&AI_18371_B7,Direct Shear,34.222679,-118.827203,331693,3788356,Tsh,14,18,28,385.1,11.77222347,317.6472168,414.9937134,2.53382E-05,0.015925856,0.010303017,0.005456416,3.91138E-05
G&AI_18371_B7,Direct Shear,34.222679,-118.827203,331693,3788356,Tsh,14,22.8,26,385.1,11.77222347,317.6472168,414.9937134,2.53382E-05,0.015925856,0.010303017,0.005456416,3.91138E-05
G&AI_18371_B7,Direct Shear,34.222679,-118.827203,331693,3788356,Tsh,14,22.8,32,385.1,11.77222347,317.6472168,414.9937134,2.53382E-05,0.015925856,0.010303017,0.005456416,3.91138E-05
G&AI_18371_B7,Direct Shear,34.222679,-118.827203,331693,3788356,Tsh,14,0,46,385.1,11.77222347,317.6472168,414.9937134,2.53382E-05,0.015925856,0.010303017,0.005456416,3.91138E-05
G&AI_18371_B9,Direct Shear,34.222199,-118.822907,332088,3788296,Tsh,14,33.6,34,385.1,18.20411301,153.49263,401.0693359,-0.000295309,0.044568505,0.004351012,0.017876312,0.000451822
G&AI_1933-1-11_T2,Direct Shear,34.170604,-118.861068,328468,3782637,Qoa,10,9.6,43,386.6,4.999798298,22.40105247,276.4198303,-8.65248E-06,0.008532591,0.005861739,0.003710798,1.69077E-05
G&AI_1933-1-11_T3,Direct Shear,34.171453,-118.861328,328445,3782732,Qoa,10,9.6,40,386.6,2.787082195,10.81934929,268.2911072,7.88308E-06,-0.008383084,-0.086248748,7.20817E-06,3.97578E-05
G&AI_417-7-10_B3,Direct Shear,34.196455,-118.814263,332833,3785427,Qoa,10,26.4,35,386.6,1.075641632,216.7841949,385.316864,1.58182E-07,0.003757704,0.0400212,0.00112683,2.23841E-06
G&AI_417-7-10_B7,Direct Shear,34.19654,-118.812822,332966,3785434,Tss,15,26.4,31,468.4,5.735822678,266.4735107,390.5293274,-1.79874E-05,0.00830299,0.0196812,0.002142122,1.49941E-05
G&AI_495-1-13_B1,Direct Shear,34.200631,-118.847875,329744,3785945,Tsh,14,9.6,57,385.1,31.8640728,357.5050964,318.63797,-0.003072044,0.050833791,0.011322584,0.011259289,0.000513768
G&AI_495-1-13_B1,Direct Shear,34.200631,-118.847875,329744,3785945,Tsh,14,24,33.5,385.1,31.8640728,357.5050964,318.63797,-0.003072044,0.050833791,0.011322584,0.011259289,0.000513768
G&AI_495-1-13_B4,Direct Shear,34.200597,-118.846826,329841,3785940,Tsh,14,48,48,385.1,25.7948494,67.44316864,301.7250366,0.00297418,0.078749597,0.081269294,7.05777E-05,0.00186702
G&AI_495-1-13_B6,Direct Shear,34.200564,-118.845678,329946,3785934,Tsh,14,33.6,10,385.1,18.92196083,21.48648643,294.7900391,-0.000372736,-0.039258994,-0.008459735,-0.014161257,0.000308406
G&AI_495-1-13_B6,Direct Shear,34.200564,-118.845678,329946,3785934,Tsh,14,40.8,25,385.1,18.92196083,21.48648643,294.7900391,-0.000372736,-0.039258994,-0.008459735,-0.014161257,0.000308406
G&AI_6-2-11_B1,Direct Shear,34.220308,-118.854984,329129,3788140,Tss,15,72,29,468.4,5.433215141,189.2768097,289.341217,-8.31849E-06,-0.001609205,0.007708963,-0.001517189,4.59359E-06
G&AI_6-2-11_B1,Direct Shear,34.220308,-118.854984,329129,3788140,Tss,15,21.6,34,468.4,5.433215141,189.2768097,289.341217,-8.31849E-06,-0.001609205,0.007708963,-0.001517189,4.59359E-06
G&AI_6-2-11_B4,Direct Shear,34.220084,-118.854791,329146,3788114,Tss,15,19.2,32,468.4,5.994930267,217.5202332,287.2686462,4.03196E-06,0.001848817,-0.010415645,0.001985274,5.53688E-06
G&AI_6-2-11_B4,Direct Shear,34.220084,-118.854791,329146,3788114,Tss,15,19.2,44,468.4,5.994930267,217.5202332,287.2686462,4.03196E-06,0.001848817,-0.010415645,0.001985274,5.53688E-06
G&AI_781-1-10_B1,Direct Shear,34.193483,-118.808412,333366,3785087,Qoa,10,26.4,18,386.6,7.584501743,214.960907,391.4313049,-6.53937E-05,-0.022219177,0.00430181,-0.011378445,0.000164014
G&AI_781-1-10_B1,Direct Shear,34.193483,-118.808412,333366,3785087,Qoa,10,19.2,38,386.6,7.584501743,214.960907,391.4313049,-6.53937E-05,-0.022219177,0.00430181,-0.011378445,0.000164014
G&AI_781-1-10_B2,Direct Shear,34.193834,-118.80954,333263,3785128,Qoa,10,43.2,36,386.6,1.883395076,236.9468842,392.5220032,-3.54826E-07,0.001047218,0.00817505,0.000254374,3.52539E-07
G&AI_781-1-10_B4,Direct Shear,34.192722,-118.809356,333278,3785005,Qoa,10,9.6,46,386.6,11.58074093,318.5759888,390.6444092,-2.02567E-05,0.042981993,0.022983328,0.015777111,0.000304257
G&AI_898-1-10_B13,Direct Shear,34.184532,-118.789281,335112,3784064,Qoa,10,7.2,25.5,386.6,1.701779962,247.6345978,352.401825,1.3233E-07,0.000823625,-0.007491549,0.00063355,4.96938E-07
G&AI_898-1-10_B13,Direct Shear,34.184532,-118.789281,335112,3784064,Qoa,10,4.8,30,386.6,1.701779962,247.6345978,352.401825,1.3233E-07,0.000823625,-0.007491549,0.00063355,4.96938E-07
G&AI_898-1-10_B15,Direct Shear,34.184667,-118.787739,335254,3784076,Tsh,14,7.2,35,385.1,2.203614473,206.9358826,354.0576782,5.56141E-07,-0.002821282,-0.020881005,-0.000605808,1.29638E-06
G&AI_898-1-10_B26,Direct Shear,34.176639,-118.789207,335103,3783188,Qoa,10,28.8,25,386.6,3.787660122,173.1855316,335.7425232,1.89973E-06,0.006364736,0.006839956,0.002711691,8.03117E-06
G&AI_898-1-10_B26,Direct Shear,34.176639,-118.789207,335103,3783188,Qoa,10,43.2,25,386.6,3.787660122,173.1855316,335.7425232,1.89973E-06,0.006364736,0.006839956,0.002711691,8.03117E-06
G&AI_898-1-10_B4,Direct Shear,34.197525,-118.812373,333009,3785542,Qoa,10,7.2,20,386.6,3.674714804,252.2808228,392.5534668,4.0847E-06,0.002649749,0.006630694,0.000893491,2.95097E-06
G&AI_898-1-10_B4,Direct Shear,34.197525,-118.812373,333009,3785542,Qoa,10,33.6,30,386.6,3.674714804,252.2808228,392.5534668,4.0847E-06,0.002649749,0.006630694,0.000893491,2.95097E-06
G&AI_898-1-10_B4,Direct Shear,34.197525,-118.812373,333009,3785542,Qoa,10,38.4,35,386.6,3.674714804,252.2808228,392.5534668,4.0847E-06,0.002649749,0.006630694,0.000893491,2.95097E-06
G&AI_898-1-10_B45,Direct Shear,34.195705,-118.786141,335423,3785298,Kss,5,36,30,502.5,6.634713173,193.5028534,402.5312805,2.90652E-05,-0.022590943,-0.011356553,-0.00977544,0.000110465
G&AI_898-1-10_B45,Direct Shear,34.195705,-118.786141,335423,3785298,Kss,5,19.2,30,502.5,6.634713173,193.5028534,402.5312805,2.90652E-05,-0.022590943,-0.011356553,-0.00977544,0.000110465
G&AI_898-1-10_B45,Direct Shear,34.195705,-118.786141,335423,3785298,Kss,5,14.4,45.5,502.5,6.634713173,193.5028534,402.5312805,2.90652E-05,-0.022590943,-0.011356553,-0.00977544,0.000110465
G&AI_898-1-10_B48,Direct Shear,34.186441,-118.787031,335323,3784272,Tsh,14,16.8,30.5,385.1,2.572823763,194.1517181,362.8021545,1.05001E-06,0.000485231,0.027569888,-0.000993213,3.06805E-06
G&AI_917-1-14_B1,Direct Shear,34.130392,-118.807585,333319,3778089,Tv,16,0,33,518.9,17.18509102,342.3655701,311.504364,-0.000105263,0.046432007,0.043096457,0.008621651,0.000277833
G&AI_917-1-14_B1,Direct Shear,34.130392,-118.807585,333319,3778089,Tv,16,0,39,518.9,17.18509102,342.3655701,311.504364,-0.000105263,0.046432007,0.043096457,0.008621651,0.000277833
G&AI_917-1-14_B1,Direct Shear,34.130392,-118.807585,333319,3778089,Tv,16,19.2,41,518.9,17.18509102,342.3655701,311.504364,-0.000105263,0.046432007,0.043096457,0.008621651,0.000277833
G&AI_922-1-10_B1,Direct Shear,34.152371,-118.823637,331882,3780553,Qal3,8,28.8,27,351.9,1.22658515,198.5281219,277.7477722,8.89676E-08,-0.001170028,-0.025244532,-4.44669E-05,3.69461E-07
G&AI_922-1-10_B1,Direct Shear,34.152371,-118.823637,331882,3780553,Qal3,8,28.8,23.5,351.9,1.22658515,198.5281219,277.7477722,8.89676E-08,-0.001170028,-0.025244532,-4.44669E-05,3.69461E-07
G&AI_922-1-10_B1,Direct Shear,34.152371,-118.823637,331882,3780553,Qal3,8,43.2,19,351.9,1.22658515,198.5281219,277.7477722,8.89676E-08,-0.001170028,-0.025244532,-4.44669E-05,3.69461E-07
G&AI_922-1-10_B5,Direct Shear,34.152741,-118.824545,331799,3780596,Qal3,8,21.6,21,351.9,1.305098653,206.125351,277.9151001,-4.75377E-08,0.000257633,0.005578589,1.72258E-06,3.29328E-08
G&AI_989-1-10_B1,Direct Shear,34.225643,-118.839334,330581,3788705,Tsh,14,33.6,39,385.1,5.018072128,266.0496826,393.3163757,5.87492E-07,0.002536951,0.020672493,-0.000540442,3.60537E-06
G-EI_F-597-78_B1,Direct Shear,34.186882,-118.642424,348651,3784096,Qal2,7,14.88,40.5,293.5,0.451633573,67.95737457,258.7913513,-1.00973E-08,0.001371595,0.066090338,0.000164815,3.5139E-07
G-EI_F-597-78_B2,Direct Shear,34.187036,-118.642425,348651,3784114,Qal2,7,23.52,37,293.5,0.424905032,104.8734512,258.6934814,1.9837E-08,-0.004309679,-0.192769065,-0.00072518,2.82991E-06
GAAI_G-1727-G_TP3,Direct Shear,34.10353,-118.755417,338078,3775026,Tv,16,39.6,35,518.9,34.5892868,226.9879456,271.4418945,-0.011115967,0.148943231,0.040974058,0.025785966,0.004027255
GAA_18371_B1,Direct Shear,34.225138,-118.828736,331556,3788632,Tss,15,0,36,468.4,15.32344341,209.7536163,401.0138245,2.61028E-05,0.005158667,0.013083738,-0.000902232,1.41059E-05
GAA_18371_B1,Direct Shear,34.225138,-118.828736,331556,3788632,Tss,15,2.4,32,468.4,15.32344341,209.7536163,401.0138245,2.61028E-05,0.005158667,0.013083738,-0.000902232,1.41059E-05
GCPTI_1223_B1,Direct Shear,34.030877,-118.711028,342039,3766900,Tv,16,21.6,24,518.9,12.45912647,208.0827026,6.953769207,0.000206175,-0.018378397,-0.067173995,0.005262624,0.000287907
GCPTI_1223_B1,Direct Shear,34.030877,-118.711028,342039,3766900,Tv,16,24,27,518.9,12.45912647,208.0827026,6.953769207,0.000206175,-0.018378397,-0.067173995,0.005262624,0.000287907
GCPTI_1332_B1,Direct Shear,34.04157,-118.655227,347210,3768001,Tss,15,27.12,25,468.4,28.46013451,45.52973938,76.84243774,0.001002596,0.103814244,0.02694723,0.025345387,0.001627956
GCPTI_1332_B3,Direct Shear,34.041442,-118.654761,347253,3767986,Tv,16,24,27,518.9,17.2732048,67.23486328,65.29875946,0.000922826,0.040232878,0.050520908,0.003837081,0.000448389
GCPTI_1332_B3,Direct Shear,34.041442,-118.654761,347253,3767986,Tv,16,31.2,29,518.9,17.2732048,67.23486328,65.29875946,0.000922826,0.040232878,0.050520908,0.003837081,0.000448389
GCPTI_1332_B4,Direct Shear,34.041572,-118.654891,347241,3768001,Tv,16,14.4,22,518.9,22.70959282,40.59061813,61.876297,-0.00088048,-0.069996499,-0.010954955,-0.023874186,0.000996546
GCPTI_1332_B4,Direct Shear,34.041572,-118.654891,347241,3768001,Tv,16,14.4,25,518.9,22.70959282,40.59061813,61.876297,-0.00088048,-0.069996499,-0.010954955,-0.023874186,0.000996546
GCPTI_1332_B4,Direct Shear,34.041572,-118.654891,347241,3768001,Tv,16,30,33,518.9,22.70959282,40.59061813,61.876297,-0.00088048,-0.069996499,-0.010954955,-0.023874186,0.000996546
GCPTI_1332_TP1,Direct Shear,34.041438,-118.655513,347183,3767987,Qoa,10,24,36,386.6,2.913120508,108.3512878,79.73175049,-4.52508E-06,-0.034683175,0.023706516,-0.018476136,0.000351589
GCPTI_1332_TP7,Direct Shear,34.041234,-118.655193,347212,3767964,Qoa,10,26.4,30,386.6,16.76795578,74.73023987,77.23570251,0.000505781,0.053655572,0.002080249,0.022998961,0.000748959
GCPTI_1591_TP4,Direct Shear,34.034754,-118.781796,335512,3767441,Tsh,14,16.8,31,385.1,7.021586418,188.1355591,184.6125336,-0.000019262,0.028366994,0.045328319,0.008408483,0.000108363
GCPTI_1591_TP6,Direct Shear,34.034668,-118.781461,335543,3767431,Tsh,14,14.4,24,385.1,18.7899971,103.4343719,179.9981842,0.000690312,0.026705729,0.022541383,0.004822407,0.000162245
GCPTI_1591_TP7,Direct Shear,34.034586,-118.781689,335522,3767422,Tsh,14,16.8,16,385.1,12.29943562,179.8941193,181.3945007,-9.64305E-05,0.025397206,0.044701375,0.002753913,0.000111933
GCPTI_1662_B1,Direct Shear,34.045711,-118.850406,329199,3768769,Tsh,14,19.2,27,385.1,19.92712021,176.8813629,212.5223083,-0.000220721,0.02091733,-0.006785388,0.010734308,0.000178581
GCPTI_1662_B1,Direct Shear,34.045711,-118.850406,329199,3768769,Tsh,14,31.2,33,385.1,19.92712021,176.8813629,212.5223083,-0.000220721,0.02091733,-0.006785388,0.010734308,0.000178581
GCPTI_1662_TP1,Direct Shear,34.045743,-118.850827,329161,3768773,Tsh,14,19.2,19,385.1,17.80171013,146.5713959,219.3611908,7.19956E-05,0.018732455,-0.005145286,0.009510267,0.000125109
GCPTI_1662_TP2,Direct Shear,34.045524,-118.850685,329173,3768749,Tsh,14,31.2,28,385.1,25.20879745,109.1296844,209.6794434,-0.001167794,-0.019571431,-0.022376331,0.000553981,0.000167057
GCPTI_1820_B1,Direct Shear,34.036447,-118.768532,336740,3767608,Tsh,14,31.2,35,385.1,26.221632,189.1466675,180.0664063,-0.000384554,-0.00804469,0.010629236,-0.006683548,0.000118136
GCPTI_1820_B1,Direct Shear,34.036447,-118.768532,336740,3767608,Tsh,14,38.4,37,385.1,26.221632,189.1466675,180.0664063,-0.000384554,-0.00804469,0.010629236,-0.006683548,0.000118136
GCPTI_1820_B1,Direct Shear,34.036447,-118.768532,336740,3767608,Tsh,14,24,36,385.1,26.221632,189.1466675,180.0664063,-0.000384554,-0.00804469,0.010629236,-0.006683548,0.000118136
