official_n,test_type,latitude,longitude,x,y,geologic_unit,geologic_ID,cohesion,friction_angle,Vs30_Mean,slope_angle,aspect,elevation,flowline_curvature,general_curvature,plan_curvature,profile_curvature,total_curvature
A-TSEC_F7265-80_1,Direct Shear,34.147506,-118.590343,353383,3779654,Tsh,14,7.2,28,385.1,11.40458965,69.91389465,340.1577148,7.05787E-05,0.004469865,0.013357209,-0.000432784,1.34881E-05
ACEC_127001_TP1,Direct Shear,34.041081,-118.641577,348469,3767926,Tv,16,17.76,19,518.9,17.92365837,223.7032471,116.3925476,-0.000727753,-0.02342825,-0.013017053,-0.006463424,0.000170813
ACEC_127001_TP2,Direct Shear,34.041085,-118.64151,348475,3767927,Tv,16,52.8,31,518.9,21.32731628,220.8466492,118.476265,-0.000341109,-0.040145192,-0.025920236,-0.00804461,0.000211483
ACEC_127001_TP2,Direct Shear,34.041085,-118.64151,348475,3767927,Tv,16,34.56,28,518.9,21.32731628,220.8466492,118.476265,-0.000341109,-0.040145192,-0.025920236,-0.00804461,0.000211483
ADECI_BG-136-90_BC,Direct Shear,34.142619,-118.528552,359072,3779025,crystalline,3,43.2,37.5,710.1,21.49607658,64.44160461,350.5632629,0.006030464,-0.005611861,0.029303428,-0.011556225,0.003362371
ADECI_BG-136-90_BC,Direct Shear,34.142619,-118.528552,359072,3779025,crystalline,3,16.8,38,710.1,21.49607658,64.44160461,350.5632629,0.006030464,-0.005611861,0.029303428,-0.011556225,0.003362371
ADECI_BG-136-90_BC,Direct Shear,34.142619,-118.528552,359072,3779025,crystalline,3,26.4,36,710.1,21.49607658,64.44160461,350.5632629,0.006030464,-0.005611861,0.029303428,-0.011556225,0.003362371
ADECI_BG-136-90_BC,Direct Shear,34.142619,-118.528552,359072,3779025,crystalline,3,31.2,40,710.1,21.49607658,64.44160461,350.5632629,0.006030464,-0.005611861,0.029303428,-0.011556225,0.003362371
ADECI_BG-136-90_BC,Direct Shear,34.142619,-118.528552,359072,3779025,crystalline,3,24,44,710.1,21.49607658,64.44160461,350.5632629,0.006030464,-0.005611861,0.029303428,-0.011556225,0.003362371
ADECI_BG-136-90_BC,Direct Shear,34.142619,-118.528552,359072,3779025,crystalline,3,26.4,37,710.1,21.49607658,64.44160461,350.5632629,0.006030464,-0.005611861,0.029303428,-0.011556225,0.003362371
AES_90-358-02_TP,Direct Shear,34.182042,-118.659627,347057,3783585,Tsh,14,43.2,29,385.1,12.26637363,108.4005127,313.3051758,0.000323668,-0.053465519,-0.070041917,-0.01073415,0.000458017
AES_90-358-02_TP,Direct Shear,34.182042,-118.659627,347057,3783585,Tsh,14,20.16,30,385.1,12.26637363,108.4005127,313.3051758,0.000323668,-0.053465519,-0.070041917,-0.01073415,0.000458017
AES_90-358-02_TP,Direct Shear,34.182042,-118.659627,347057,3783585,Tsh,14,23.04,30,385.1,12.26637363,108.4005127,313.3051758,0.000323668,-0.053465519,-0.070041917,-0.01073415,0.000458017
AES_90-358-02_TP,Direct Shear,34.182042,-118.659627,347057,3783585,Tsh,14,10.56,21,385.1,12.26637363,108.4005127,313.3051758,0.000323668,-0.053465519,-0.070041917,-0.01073415,0.000458017
AGEC_9112-G_B1,Direct Shear,34.104276,-118.659824,346898,3774962,Tv,16,19.2,31,518.9,35.75962067,250.7736359,339.9650269,-0.001925189,0.076994218,0.033748776,0.007583974,0.000819694
AGEC_9112-G_T8,Direct Shear,34.105524,-118.659737,346909,3775100,Tv,16,8.4,31,518.9,17.93212509,179.6787872,349.7409668,-0.000590329,-0.04065128,-0.054194979,-0.002400746,0.000378906
AGEC_9112-G_T8,Direct Shear,34.105524,-118.659737,346909,3775100,Tv,16,12,34,518.9,17.93212509,179.6787872,349.7409668,-0.000590329,-0.04065128,-0.054194979,-0.002400746,0.000378906
AGEC_9262-G1-LO_T6,Direct Shear,34.112907,-118.776003,336197,3776099,Tv,16,14.4,43,518.9,22.52046776,298.204834,239.0257416,-1.77672E-05,0.00247588,0.036801595,-0.011051923,0.000429456
AGI_960602_FP2,Direct Shear,34.071017,-118.660578,346769,3771274,Tss,15,13.44,36,468.4,24.28944397,130.7063293,623.9649658,-0.000399374,0.118330963,0.064050034,0.022914421,0.001758885
AGI_960602_FP2,Direct Shear,34.071017,-118.660578,346769,3771274,Tss,15,81.6,31,468.4,24.28944397,130.7063293,623.9649658,-0.000399374,0.118330963,0.064050034,0.022914421,0.001758885
AGS_1812_T1411,Direct Shear,34.186235,-118.871477,327540,3784389,Qoa,10,19.2,40,386.6,1.62740159,182.6750336,231.9092865,1.17618E-07,0.001300846,0.014787816,0.000230006,2.72012E-07
AGS_1812_T2,Direct Shear,34.186306,-118.871255,327560,3784396,Qoa,10,26.88,40,386.6,1.968814492,186.1995087,231.9866333,2.97116E-07,-0.00230735,-0.00160441,-0.001096578,1.33623E-06
AGS_2161_B1,Direct Shear,34.042953,-118.643788,348268,3768137,Tv,16,4.8,34,518.9,13.36777782,167.1996613,154.3767395,0.000164868,-0.013257753,-0.017582282,-0.00225679,4.05096E-05
AGS_2161_T1,Direct Shear,34.042955,-118.643546,348291,3768137,Tv,16,12,26.5,518.9,15.76917839,195.9107513,154.3563843,-9.77833E-05,-0.039154541,-0.031806223,-0.009443647,0.000195944
AGS_2161_T2,Direct Shear,34.042849,-118.643432,348301,3768125,Tv,16,18,27,518.9,16.67573166,178.1956635,154.2684937,0.00027051,0.057284627,0.070155166,0.006704745,0.000517987
AGS_2161_T4,Direct Shear,34.042856,-118.64358,348287,3768126,Tv,16,9.6,27.5,518.9,11.98591423,201.0876465,152.2678833,0.000115929,-0.025619464,-0.032893494,-0.00545363,9.59455E-05
ALPG_AG267-G_B1,Direct Shear,34.044959,-118.645482,348116,3768362,Kss,5,45.6,33,502.5,24.91012955,150.3419037,204.6091309,0.001776831,0.092745207,0.055530425,0.015357281,0.001224505
ALPG_AG612-G_B1,Direct Shear,34.0277,-118.785473,335159,3766665,Tsh,14,21.6,27,385.1,16.95143127,254.6036835,67.10948181,0.000284103,-0.003333544,-0.001485076,-0.001062639,2.03814E-05
ALPG_AG612-G_B1,Direct Shear,34.0277,-118.785473,335159,3766665,Tsh,14,31.2,30,385.1,16.95143127,254.6036835,67.10948181,0.000284103,-0.003333544,-0.001485076,-0.001062639,2.03814E-05
ALPG_AG612-G_B1,Direct Shear,34.0277,-118.785473,335159,3766665,Tsh,14,24,32,385.1,16.95143127,254.6036835,67.10948181,0.000284103,-0.003333544,-0.001485076,-0.001062639,2.03814E-05
ALPG_AG612-G_TP2,Direct Shear,34.027716,-118.785242,335180,3766666,Tsh,14,18,36,385.1,12.35440159,256.528717,72.03601837,0.000038481,0.002208903,0.008547162,-0.000715531,5.38075E-06
ALPG_AG612-G_TP3,Direct Shear,34.027537,-118.785454,335160,3766647,Tsh,14,44.4,21,385.1,17.49185753,255.5114288,65.54592896,9.41758E-05,-0.012169821,0.000722633,-0.005476816,4.16997E-05
ALPG_AG612-G_TP7,Direct Shear,34.027538,-118.785223,335182,3766646,Tsh,14,22.8,23,385.1,12.21629524,248.6713104,72.81626892,-4.99492E-05,0.003320028,0.008468917,-0.000162027,5.66306E-06
ALPG_AG702-G_TP1,Direct Shear,34.060472,-118.745534,338909,3770236,Tss,15,21.6,29,468.4,17.04799271,231.6039124,447.4690857,-3.56184E-06,0.012741487,0.010795008,0.002674518,2.03272E-05
ALPG_AG702-G_TP1,Direct Shear,34.060472,-118.745534,338909,3770236,Tss,15,12,27,468.4,17.04799271,231.6039124,447.4690857,-3.56184E-06,0.012741487,0.010795008,0.002674518,2.03272E-05
AMEC_BG-120-89_1,Direct Shear,34.08014,-118.597206,352633,3772193,Tss,15,7.2,27,468.4,25.24059105,67.06328583,260.1161194,0.001679637,-0.069584936,-0.015447624,-0.020358816,0.000924067
AMEC_BG-120-89_1,Direct Shear,34.08014,-118.597206,352633,3772193,Tss,15,7.2,34,468.4,25.24059105,67.06328583,260.1161194,0.001679637,-0.069584936,-0.015447624,-0.020358816,0.000924067
AMEC_BG-120-89_1,Direct Shear,34.08014,-118.597206,352633,3772193,Tss,15,9.6,29,468.4,25.24059105,67.06328583,260.1161194,0.001679637,-0.069584936,-0.015447624,-0.020358816,0.000924067
AMEC_BG-120-89_1,Direct Shear,34.08014,-118.597206,352633,3772193,Tss,15,21.6,34,468.4,25.24059105,67.06328583,260.1161194,0.001679637,-0.069584936,-0.015447624,-0.020358816,0.000924067
AMG_2024_B2,Direct Shear,34.035993,-118.797581,334057,3767604,Tsh,14,4.8,40,385.1,18.66518593,107.0268555,141.9516144,-0.000610263,0.022567581,0.03480982,-0.000404022,0.000195699
AMG_2037_B1,Direct Shear,34.03646,-118.799394,333891,3767659,Tsh,14,4.8,48,385.1,15.81349277,85.04651642,177.647049,6.85368E-05,0.015657211,0.021280378,0.001604562,4.10318E-05
AMI_30176_T2,Direct Shear,34.220732,-118.637576,349158,3787843,Tss,15,23.28,9,468.4,5.654521465,222.655365,290.7209167,6.19104E-06,0.019134255,0.052478872,0.004307609,4.69029E-05
AMI_30285_A,Direct Shear,34.160816,-118.736073,339971,3781349,Qal3,8,14.4,22,351.9,2.569082737,210.5549011,305.3218689,-6.56722E-07,-0.000844983,-0.007568726,-8.26404E-05,3.35017E-07
AMI_30285_A,Direct Shear,34.160816,-118.736073,339971,3781349,Qal3,8,9.6,30,351.9,2.569082737,210.5549011,305.3218689,-6.56722E-07,-0.000844983,-0.007568726,-8.26404E-05,3.35017E-07
AMI_30407_T1,Direct Shear,34.230844,-118.647042,348304,3788979,Kss,5,19.2,28,502.5,4.868694782,154.3177032,313.7037048,-2.49447E-06,-0.002836633,-0.030559314,0.001171944,8.41577E-06
AMI_30407_T1,Direct Shear,34.230844,-118.647042,348304,3788979,Kss,5,28.8,35,502.5,4.868694782,154.3177032,313.7037048,-2.49447E-06,-0.002836633,-0.030559314,0.001171944,8.41577E-06
BAR&AI_01176_1,Direct Shear,34.072688,-118.500502,361544,3771231,Kss,5,26.64,33,502.5,1.148900867,295.2989197,234.3287048,-1.27994E-06,0.006970774,0.122639105,0.001025267,2.73567E-05
BAR&AI_0489_TP1,Direct Shear,34.053772,-118.74138,339279,3769486,Tss,15,16.8,27,468.4,17.25019264,273.0918274,273.9888611,-0.000497262,-0.003445341,0.002279215,-0.00211696,5.96046E-05
BAR&AI_0489_TP1,Direct Shear,34.053772,-118.74138,339279,3769486,Tss,15,21.6,25,468.4,17.25019264,273.0918274,273.9888611,-0.000497262,-0.003445341,0.002279215,-0.00211696,5.96046E-05
BCI_1061-013_TP,Direct Shear,34.155658,-118.667176,346313,3780671,Tsh,14,9.6,26,385.1,13.17264175,82.07865906,363.3673706,-1.46685E-05,-0.00125279,-0.005708354,0.000655058,2.43188E-06
BCI_1061-013_TP,Direct Shear,34.155658,-118.667176,346313,3780671,Tsh,14,86.4,36,385.1,13.17264175,82.07865906,363.3673706,-1.46685E-05,-0.00125279,-0.005708354,0.000655058,2.43188E-06
BCI_1061-013_TP,Direct Shear,34.155658,-118.667176,346313,3780671,Tsh,14,52.8,25,385.1,13.17264175,82.07865906,363.3673706,-1.46685E-05,-0.00125279,-0.005708354,0.000655058,2.43188E-06
BCI_1061-013_TP,Direct Shear,34.155658,-118.667176,346313,3780671,Tsh,14,21.6,33,385.1,13.17264175,82.07865906,363.3673706,-1.46685E-05,-0.00125279,-0.005708354,0.000655058,2.43188E-06
BCI_1061-013_TP,Direct Shear,34.155658,-118.667176,346313,3780671,Tsh,14,67.2,41,385.1,13.17264175,82.07865906,363.3673706,-1.46685E-05,-0.00125279,-0.005708354,0.000655058,2.43188E-06
BCI_1061-013_TP,Direct Shear,34.155658,-118.667176,346313,3780671,Tsh,14,26.4,31,385.1,13.17264175,82.07865906,363.3673706,-1.46685E-05,-0.00125279,-0.005708354,0.000655058,2.43188E-06
BCI_1061-013_TP,Direct Shear,34.155658,-118.667176,346313,3780671,Tsh,14,19.2,36,385.1,13.17264175,82.07865906,363.3673706,-1.46685E-05,-0.00125279,-0.005708354,0.000655058,2.43188E-06
BCI_1061-013_TP,Direct Shear,34.155658,-118.667176,346313,3780671,Tsh,14,28.8,39,385.1,13.17264175,82.07865906,363.3673706,-1.46685E-05,-0.00125279,-0.005708354,0.000655058,2.43188E-06
BCI_1061-013_TP,Direct Shear,34.155658,-118.667176,346313,3780671,Tsh,14,38.4,33,385.1,13.17264175,82.07865906,363.3673706,-1.46685E-05,-0.00125279,-0.005708354,0.000655058,2.43188E-06
BCI_1061-013_TP,Direct Shear,34.155658,-118.667176,346313,3780671,Tsh,14,28.8,40,385.1,13.17264175,82.07865906,363.3673706,-1.46685E-05,-0.00125279,-0.005708354,0.000655058,2.43188E-06
BUEEI_B-13787-T1_B1,Direct Shear,34.157494,-118.669797,346075,3780878,Tsh,14,16.368,17.5,385.1,11.79615498,278.1582031,351.31604,-3.10848E-05,-0.023085518,-0.00193223,-0.010448285,0.000125261
BUEEI_B-13787-T1_B2,Direct Shear,34.158805,-118.671853,345888,3781027,Tsh,14,12.864,24.8,385.1,27.39984322,90.64554596,377.6257935,0.001229995,0.035439886,0.001124614,0.011992362,0.00033593
BUEEI_B-13787-T1_B3,Direct Shear,34.159632,-118.670496,346014,3781117,Tsh,14,12.528,21,385.1,10.57993507,146.4056396,368.0940857,-4.38492E-05,-0.088530302,-0.217257008,-0.00350057,0.001663462
BUEEI_B-18963-V1_B1,Direct Shear,34.231664,-118.80922,333367,3789323,Tsh,14,4.272,39,385.1,2.457330227,264.7712402,324.6820679,5.23205E-07,0.000954443,0.003231178,0.000337623,2.95264E-07
BUEEI_B-18963-V1_B11,Direct Shear,34.231179,-118.808879,333398,3789269,Tsh,14,6.816,32,385.1,2.295902252,275.4399109,325.9747314,-0.00000024,0.001974964,0.02443637,7.74764E-06,1.00449E-06
BUEEI_B-18963-V1_B2,Direct Shear,34.231652,-118.808849,333401,3789321,Tsh,14,10.8,28,385.1,2.534988403,273.9514465,325.8862305,1.36509E-07,0.000327047,0.00175312,8.56561E-05,2.3105E-08
BUEEI_B-18963-V1_B3,Direct Shear,34.231654,-118.808496,333434,3789321,Tsh,14,6.336,33,385.1,3.175713301,267.8821411,327.6844482,-2.6365E-07,-0.001371595,0.001174659,-0.000747517,5.82876E-07
BUEEI_B18589-VI_B2,Direct Shear,34.076519,-118.629702,349628,3771839,Tss,15,32.64,57,468.4,21.27853966,287.9649048,712.3672485,0.002263955,-0.027119543,-0.027168082,-0.002410412,0.000566429
BUEEI_B18589-VI_B3,Direct Shear,34.076327,-118.629791,349619,3771818,Tss,15,18.72,47,468.4,30.50353241,304.5643311,712.9771729,0.001162265,0.028654661,-0.002032187,0.009929624,0.000264874
BUEEI_B18589-VI_B3,Direct Shear,34.076327,-118.629791,349619,3771818,Tss,15,8.16,36,468.4,30.50353241,304.5643311,712.9771729,0.001162265,0.028654661,-0.002032187,0.009929624,0.000264874
BUEEI_B18589-VI_B4,Direct Shear,34.075813,-118.629578,349638,3771760,Tss,15,9.12,56,468.4,12.73611641,283.729187,726.090332,0.000455313,0.033826008,0.05032118,0.005140408,0.000318917
BUEEI_B18589-VI_B5,Direct Shear,34.075963,-118.629739,349624,3771777,Tss,15,36,35,468.4,11.83699131,305.7532959,722.4676514,9.47909E-05,0.028964356,0.05332661,0.003099297,0.000145155
BUEEI_B18589-VI_B6,Direct Shear,34.080475,-118.632209,349404,3772281,Tss,15,11.04,46,468.4,17.24588394,80.29259491,738.7950439,8.43853E-05,0.042525463,0.02049022,0.012981051,0.000264061
BY&AI_G98V008_B1,Direct Shear,34.038881,-118.741044,339282,3767834,Tss,15,28.128,31.6,468.4,20.79674911,84.19035339,169.2125092,-0.000424128,0.011076217,-0.001913448,0.005118345,5.70668E-05
BY&AI_G98V008_B2,Direct Shear,34.038249,-118.739621,339413,3767762,Tss,15,39.696,26.3,468.4,13.61061764,73.95536041,138.8633728,0.000106787,0.03722563,0.029160492,0.01060624,0.000189944
BY&AI_G98V008_B2,Direct Shear,34.038249,-118.739621,339413,3767762,Tss,15,19.728,34.9,468.4,13.61061764,73.95536041,138.8633728,0.000106787,0.03722563,0.029160492,0.01060624,0.000189944
BY&AI_G98V008_B4,Direct Shear,34.038285,-118.738946,339475,3767765,Tss,15,48.096,40.2,468.4,27.70653915,73.92249298,115.3580627,0.001155527,0.037699349,0.016830694,0.006947119,0.000213452
BY&AI_G98V008_B5,Direct Shear,34.038288,-118.738383,339527,3767764,Tss,15,44.496,32.9,468.4,10.29951763,36.20685196,101.0565033,-0.000114258,-0.093498915,-0.159714505,-0.016882664,0.001180519
BY&AI_G98V008_B6,Direct Shear,34.038854,-118.739176,339455,3767828,Tss,15,69.504,46.1,468.4,12.87991142,155.260376,119.1243744,-0.000244974,0.011370225,0.015043349,0.002080027,6.07769E-05
BY&AI_G98V008_B7,Direct Shear,34.038647,-118.739822,339395,3767806,Tss,15,49.776,42.3,468.4,21.35136414,63.60297394,132.3775482,-0.00181952,-0.093172371,-0.092871688,-0.008306133,0.001707296
CC_973-22901_BH1,Direct Shear,34.178712,-118.859608,328619,3783534,Qal3,8,38.88,26,351.9,1.896171212,297.4024048,238.0878143,-6.24057E-07,-0.003610199,-0.039867286,-0.000484436,2.62587E-06
CGC_1074C-129_B1,Direct Shear,34.030074,-118.70536,342560,3766802,Tsh,14,24,24,385.1,7.034378052,169.49263,7.743525982,-4.09422E-06,0.004383098,-0.019307991,0.00447152,2.67426E-05
CGC_1074C-129_B1,Direct Shear,34.030074,-118.70536,342560,3766802,Tsh,14,45.6,29,385.1,7.034378052,169.49263,7.743525982,-4.09422E-06,0.004383098,-0.019307991,0.00447152,2.67426E-05
CGC_1074C-129_B1,Direct Shear,34.030074,-118.70536,342560,3766802,Tsh,14,12,23,385.1,7.034378052,169.49263,7.743525982,-4.09422E-06,0.004383098,-0.019307991,0.00447152,2.67426E-05
CGC_1074C-129_B1,Direct Shear,34.030074,-118.70536,342560,3766802,Tsh,14,15.36,24,385.1,7.034378052,169.49263,7.743525982,-4.09422E-06,0.004383098,-0.019307991,0.00447152,2.67426E-05
CGC_1074C-129_B2,Direct Shear,34.030043,-118.705513,342546,3766799,Tsh,14,14.4,28,385.1,10.47764969,161.7820587,6.847521305,-6.93346E-05,0.016629038,-0.009970866,0.009658763,0.000114815
CGC_1074C-129_B2,Direct Shear,34.030043,-118.705513,342546,3766799,Tsh,14,16.8,29,385.1,10.47764969,161.7820587,6.847521305,-6.93346E-05,0.016629038,-0.009970866,0.009658763,0.000114815
CGC_1074C-129_B2,Direct Shear,34.030043,-118.705513,342546,3766799,Tsh,14,25.92,13,385.1,10.47764969,161.7820587,6.847521305,-6.93346E-05,0.016629038,-0.009970866,0.009658763,0.000114815
CGC_1074C-129_B3,Direct Shear,34.029989,-118.705366,342560,3766793,Tsh,14,12,18,385.1,10.55970001,170.0191956,6.380359173,-1.62891E-05,0.010249483,-0.01971131,0.008359734,9.13686E-05
CGC_1074C-129_B4,Direct Shear,34.029958,-118.705515,342546,3766789,Tsh,14,28.8,31,385.1,13.53928471,161.7398529,4.70178318,-8.23143E-05,-0.009223045,-0.021764372,0.000578395,3.18939E-05
CGC_1110C-026_TP1,Direct Shear,34.069173,-118.780622,335687,3771256,Tsh,14,24,42,385.1,5.062064171,358.7283325,526.5886841,-0.00007502,0.085467406,0.128899217,0.030950779,0.001293872
CGC_1110C-026_TP2,Direct Shear,34.069091,-118.780651,335684,3771247,Tsh,14,24,30,385.1,12.75294971,206.0288849,525.9847412,-6.50277E-06,0.078846373,0.017284533,0.03294738,0.001276379
CGC_1110C-026_TP2,Direct Shear,34.069091,-118.780651,335684,3771247,Tsh,14,28.8,33,385.1,12.75294971,206.0288849,525.9847412,-6.50277E-06,0.078846373,0.017284533,0.03294738,0.001276379
CGC_1110C-026_TP4,Direct Shear,34.069036,-118.780358,335711,3771241,Tsh,14,64.8,30,385.1,10.57486725,50.88177109,527.0894165,0.000299331,0.159852594,0.217512578,0.037349131,0.003342453
CGC_1110C-026_TP9,Direct Shear,34.068961,-118.780747,335675,3771233,Tsh,14,57.6,34,385.1,29.24789619,210.0104523,519.6828003,-0.002328359,-0.025868755,-0.037835002,0.005481485,0.000627249
CGC_1149C-066_B1,Direct Shear,34.03957,-118.64005,348607,3767757,Qoa,10,28.8,38,386.6,2.315389872,192.9189453,68.7624588,-6.58873E-06,-0.014086384,-0.1386116,-0.001435162,6.59653E-05
CGC_1214C-017_TP1,Direct Shear,34.040123,-118.788533,334900,3768047,Tsh,14,19.2,31,385.1,15.49455738,69.50837708,273.5163574,-0.000640021,0.019600797,-0.01033748,0.011334738,0.000307354
CGC_1214C-017_TP2,Direct Shear,34.040213,-118.788321,334920,3768057,Tsh,14,14.4,20,385.1,13.21691322,71.96783447,268.0630188,0.000463501,-0.005196711,0.032004472,-0.00933222,0.000300031
CGC_1282C-087_B1,Direct Shear,34.031682,-118.716286,341555,3766997,Tv,16,0,42,518.9,21.28324509,166.7592316,7.611223221,-0.000551534,0.038487989,0.013190862,0.011411799,0.00025179
CGC_1282C-087_B1,Direct Shear,34.031682,-118.716286,341555,3766997,Tv,16,0,36,518.9,21.28324509,166.7592316,7.611223221,-0.000551534,0.038487989,0.013190862,0.011411799,0.00025179
CGC_1282C-087_B1,Direct Shear,34.031682,-118.716286,341555,3766997,Tv,16,28.8,30,518.9,21.28324509,166.7592316,7.611223221,-0.000551534,0.038487989,0.013190862,0.011411799,0.00025179
CGC_1282C-087_B1,Direct Shear,34.031682,-118.716286,341555,3766997,Tv,16,10.08,35,518.9,21.28324509,166.7592316,7.611223221,-0.000551534,0.038487989,0.013190862,0.011411799,0.00025179
CGC_1358C-038_B1,Direct Shear,34.040273,-118.787263,335018,3768062,Tsh,14,16.8,20,385.1,18.40030479,86.0346756,246.7436523,0.000315588,-0.113517031,-0.130510449,-0.011399074,0.002079226
CGC_1358C-038_B2,Direct Shear,34.040201,-118.786906,335051,3768054,Tsh,14,38.88,27,385.1,20.25922966,37.36474228,241.1315918,0.001210309,0.021312121,0.009935324,0.005770403,0.000220139
CGC_1358C-038_B2,Direct Shear,34.040201,-118.786906,335051,3768054,Tsh,14,30.72,29,385.1,20.25922966,37.36474228,241.1315918,0.001210309,0.021312121,0.009935324,0.005770403,0.000220139
CGC_1358C-038_B2,Direct Shear,34.040201,-118.786906,335051,3768054,Tsh,14,33.6,27,385.1,20.25922966,37.36474228,241.1315918,0.001210309,0.021312121,0.009935324,0.005770403,0.000220139
CGC_1358C-038_TP1,Direct Shear,34.039947,-118.787343,335010,3768026,Tsh,14,26.4,26,385.1,19.88218117,39.3515892,252.7897034,0.000205133,-0.039538655,-0.012805396,-0.01258948,0.000255536
CGC_1464C-089_B1,Direct Shear,34.034238,-118.75048,338402,3767334,Tv,16,43.2,42,518.9,10.2779274,240.512207,163.0217133,8.26385E-05,0.008915036,0.011205234,0.002310738,2.26448E-05
CGC_1464C-089_B2,Direct Shear,34.035363,-118.752367,338230,3767462,Tv,16,36,36,518.9,20.25295448,352.7825317,148.250824,0.000380196,-0.006703797,0.012099596,-0.006454392,9.66246E-05
CGC_1464C-089_B2,Direct Shear,34.035363,-118.752367,338230,3767462,Tv,16,43.2,40,518.9,20.25295448,352.7825317,148.250824,0.000380196,-0.006703797,0.012099596,-0.006454392,9.66246E-05
CGC_1464C-089_B2,Direct Shear,34.035363,-118.752367,338230,3767462,Tv,16,52.8,40,518.9,20.25295448,352.7825317,148.250824,0.000380196,-0.006703797,0.012099596,-0.006454392,9.66246E-05
CGC_1464C-089_B3,Direct Shear,34.035429,-118.750362,338416,3767466,Tv,16,28.8,27,518.9,10.37619114,357.6913757,168.5908966,-3.33184E-05,0.106683418,0.017114526,0.047784775,0.002532634
CGC_1464C-089_B3,Direct Shear,34.035429,-118.750362,338416,3767466,Tv,16,43.2,39,518.9,10.37619114,357.6913757,168.5908966,-3.33184E-05,0.106683418,0.017114526,0.047784775,0.002532634
CGC_1464C-089_B4,Direct Shear,34.035118,-118.74877,338562,3767429,Tv,16,52.8,42,518.9,10.5585928,17.12048912,155.1950531,1.45965E-05,-0.005493723,-0.027394271,0.002241521,3.19929E-05
CGC_1464C-089_B5,Direct Shear,34.033932,-118.748198,338612,3767297,Tv,16,48,41,518.9,13.63711929,122.1256561,158.2156067,0.000417807,0.059071708,0.057952654,0.014203568,0.000537957
CGC_1484C-029_B1,Direct Shear,34.042812,-118.848944,329329,3768445,Tsh,14,36,37,385.1,16.8547554,212.6461182,180.5512085,-0.000223874,0.018809211,0.021717548,0.002476386,0.00006317
CGC_1484C-029_B2,Direct Shear,34.042809,-118.848852,329337,3768444,Tsh,14,38.4,39,385.1,16.8547554,212.6461182,180.5512085,-0.000223874,0.018809211,0.021717548,0.002476386,0.00006317
CGC_1484C-029_B2,Direct Shear,34.042809,-118.848852,329337,3768444,Tsh,14,28.8,36,385.1,16.8547554,212.6461182,180.5512085,-0.000223874,0.018809211,0.021717548,0.002476386,0.00006317
CGC_1484C-029_TP5,Direct Shear,34.042724,-118.848895,329333,3768435,Tsh,14,24,20,385.1,15.05858517,208.4769287,178.0339508,-0.000352049,0.007275462,0.029492429,-0.003869423,0.000128734
CGC_1484C-029_TP6,Direct Shear,34.042721,-118.848816,329340,3768435,Tsh,14,21.6,21,385.1,14.95933247,192.8256378,178.838623,-0.000137089,-0.00850556,0.01898367,-0.008408676,0.000120058
CGC_1516C-049_B1,Direct Shear,34.030158,-118.705185,342577,3766811,Tsh,14,22.8,25,385.1,6.214447021,171.6233673,8.156475067,4.25953E-05,-0.003009104,-0.036277164,0.002402803,4.73964E-05
CGC_1516C-049_B1,Direct Shear,34.030158,-118.705185,342577,3766811,Tsh,14,20.4,24,385.1,6.214447021,171.6233673,8.156475067,4.25953E-05,-0.003009104,-0.036277164,0.002402803,4.73964E-05
CGC_1516C-049_B1,Direct Shear,34.030158,-118.705185,342577,3766811,Tsh,14,15.6,27,385.1,6.214447021,171.6233673,8.156475067,4.25953E-05,-0.003009104,-0.036277164,0.002402803,4.73964E-05
CGC_1516C-049_B3,Direct Shear,34.030019,-118.705165,342578,3766796,Tsh,14,0,32,385.1,15.40902996,137.237854,5.631689548,0.000572008,0.073935665,0.070319802,0.015757436,0.000798323
CGC_236C-023_TP3,Direct Shear,34.038749,-118.640198,348592,3767666,Tv,16,43.2,36,518.9,28.15365601,205.0448608,37.629673,0.000540271,-0.012697768,0.003012699,-0.005456528,7.30968E-05
CGC_236C-023_TP4,Direct Shear,34.038896,-118.640191,348593,3767682,Tv,16,40.8,39,518.9,34.03878784,201.9869995,48.1709137,0.001775813,-0.044198155,-0.019837959,-0.004949707,0.000285531
CGC_359C-050_B1,Direct Shear,34.04351,-118.647079,347966,3768204,Tv,16,40.8,38,518.9,21.13165092,178.0939484,165.0333252,0.000175352,0.082642458,0.007458196,0.03119391,0.001488592
CGC_359C-050_B1,Direct Shear,34.04351,-118.647079,347966,3768204,Tv,16,38.4,31,518.9,21.13165092,178.0939484,165.0333252,0.000175352,0.082642458,0.007458196,0.03119391,0.001488592
CGC_359C-050_B1,Direct Shear,34.04351,-118.647079,347966,3768204,Tv,16,13.2,32,518.9,21.13165092,178.0939484,165.0333252,0.000175352,0.082642458,0.007458196,0.03119391,0.001488592
CGC_374C-060_B1,Direct Shear,34.042092,-118.656857,347060,3768061,Tss,15,16.8,36,468.4,8.233882904,132.5921173,95.05889893,-0.000123625,-0.013073373,0.001805375,-0.006589869,0.000115991
CGC_374C-060_B2,Direct Shear,34.041904,-118.656834,347062,3768040,Tss,15,72,34,468.4,3.21717453,135.8148804,93.71347046,2.22915E-06,0.012412771,0.055354021,0.00308036,2.02553E-05
